AUTOGENERATED	DONT EDIT
^ESCTOP1041224	Optimax 500mg capsules (Intrapharm Laboratories Ltd) 84 capsule
^ESCTOP863641	Optimax 500mg tablets (Intrapharm Laboratories Ltd)
^ESCTOP863642	Optimax 500mg tablets (Intrapharm Laboratories Ltd) 84 tablet
OPCA78287NEMIS	Optimax  Capsules  500 mg
OPTA24400EMIS	Optimax  Tablets  500 mg
L-TA1581	L-Tryptophan  Tablets  500 mg
OPPO4080	Optimax  Powder
OPTA4082	Optimax Wv  Tablets  500 mg
PATA2151	Pacitron  Tablets  500 mg
^ESCT1221199	Tryptophan
^ESCT1221200	Product containing tryptophan
^ESCTLT415885	L-Tryptophan
^ESCTOP915337	Optimax
^ESCTTR415884	Tryptophan
^ESCTTR415886	Tryptophan product
