prodcode	CodingSystem	productname	gemscriptcode
48929	prodcode	Sterculia 62% / Frangula 8% granules 7g sachets gluten free	12852020
48944	prodcode	Macrogol compound oral powder sachets sugar free (Chanelle Medical UK Ltd)	13359020
49115	prodcode	Senokot 7.5mg tablets (Forum Health Products Ltd)	573020
49118	prodcode	Fybogel 3.5g effervescent granules sachets plain SF (Waymade Healthcare Plc)	39919020
49169	prodcode	Normacol Plus granules 7g sachets (Norgine Pharmaceuticals Ltd)	12853020
49197	prodcode	Relaxit Micro-enema 5ml (Supra Enterprises Ltd)	13942021
49549	prodcode	CitraFleet oral powder 15.08g sachets (Casen Recordati S.L.)	37198020
49582	prodcode	Ispaghula husk oral powder sugar free	36671020
49782	prodcode	Sterculia 62% granules 7g sachets gluten free	12857020
50354	prodcode	Bisacodyl 7.5mg suppositories	37461020
50388	prodcode	Sodium dihydrogen phosphate dihydrate 680mg / Sodium bicarbonate 500mg suppositories	30198020
50553	prodcode	"Epsom Salts (Bell,Sons & Co (Druggists) Ltd)"	35920020
50604	prodcode	Pyridostigmine bromide 60mg/5ml oral solution	20656020
50731	prodcode	Fleet Bisacodyl 10mg/30ml enema (Imported (United States))	37147020
51033	prodcode	Husk oral powder (Savant Distribution Ltd)	36672020
51238	prodcode	Fybogel Orange 3.5g effervescent granules sachets SF (Waymade Healthcare Plc)	39920020
51251	prodcode	Boots Compound Laxative Syrup of Figs (The Boots Company Plc)	21633020
51486	prodcode	Ortisan Fruits & Fibre Cubes (BBI Healthcare Ltd)	35889020
51540	prodcode	Magnesium sulfate powder	35917020
51682	prodcode	Macrogol compound oral liquid NPF sugar free	38074020
51744	prodcode	Fig 500microlitres/5ml / Senna fruit 400microlitres/5ml oral solution	21632020
52697	prodcode	Epsom Salts (The Boots Company Plc)	35919020
52936	prodcode	Fybogel Lemon 3.5g effervescent granules sachets SF (Waymade Healthcare Plc)	39918020
53857	prodcode	Macroherm oral powder 13.8g sachets (Ennogen Pharma Ltd)	46087020
54356	prodcode	Ispaghula husk 3.5g effervescent granules sachets gluten free sugar free (Phoenix Healthcare Distribution Ltd)	10380020
54558	prodcode	Lactulose 3.1-3.7g/5ml oral solution (Arrow Generics Ltd)	581020
54681	prodcode	Bisacodyl 5mg/5ml rectal solution	98501020
54949	prodcode	Generic Picolax oral powder 16.1g sachets sugar free	13559020
55031	prodcode	Lactulose 10g/15ml oral solution 15ml sachets sugar free (A A H Pharmaceuticals Ltd)	41654020
55574	prodcode	Macrogol compound oral powder sachets sugar free (Waymade Healthcare Plc)	47710020
55602	prodcode	Bisacodyl 2.74mg/ml rectal solution (Drug Tariff Special Order)	21060020
55869	prodcode	Paraffin emulsion (C P Pharmaceuticals Ltd)	50197020
56055	prodcode	Sodium dihydrogen phosphate dihydrate 780mg/5ml oral solution	35896020
56496	prodcode	Lactulose 10g oral powder sachets	28748020
56513	prodcode	Normax capsules (Galen Ltd)	96983020
56728	prodcode	Macrogol compound oral powder sachets sugar free (J M McGill Ltd)	15737021
56783	prodcode	Lactulose 3.1-3.7g/5ml oral solution (Phoenix Healthcare Distribution Ltd)	582020
57122	prodcode	Califig Syrup of Figs oral solution (Seven Seas Ltd)	37076020
57396	prodcode	Macrogol compound oral powder sachets sugar free (Alliance Healthcare (Distribution) Ltd)	16822021
57575	prodcode	Lecicarbon E suppositories (Imported (Germany))	30199020
57576	prodcode	Glycerol 4g suppositories (Teva UK Ltd)	598020
59468	prodcode	Lecicarbon A suppositories (Aspire Pharma Ltd)	17358021
60361	prodcode	Entrolax Constipation Relief 5mg gastro-resistant tablets (Galpharm International Ltd)	541020
60391	prodcode	CosmoCol Orange Lemon and Lime oral powder sachets (Stirling Anglian Pharmaceuticals Ltd)	21463021
60748	prodcode	CosmoCol Lemon and Lime Flavour oral powder sachets (Stirling Anglian Pharmaceuticals Ltd)	25569021
60819	prodcode	Macrogol compound oral powder sachets sugar free (Actavis UK Ltd)	25567021
60844	prodcode	CosmoCol Orange Flavour oral powder sachets (Stirling Anglian Pharmaceuticals Ltd)	25568021
60848	prodcode	Lactulose 3.1-3.7g/5ml oral solution (Almus Pharmaceuticals Ltd)	583020
60892	prodcode	Macrogol compound oral powder sachets sugar free (DE Pharmaceuticals)	23808021
61192	prodcode	Macilax Paediatric oral powder 6.9g sachets (Teva UK Ltd)	26815021
61238	prodcode	Bisacodyl 5mg/5ml oral suspension	19129020
62124	prodcode	Potter's Senna 7.5mg tablets (Potter's (Herbal Supplies) Ltd)	566020
62360	prodcode	Macilax oral powder 13.8g sachets (Teva UK Ltd)	26811021
62447	prodcode	Pyridostigmine bromide 180mg/5ml oral suspension	35369020
62654	prodcode	Glycerin 4g Suppository (C P Pharmaceuticals Ltd)	51339020
62905	prodcode	Macrogol compound half-strength oral powder sachets NPF sugar free (AM Distributions (Yorkshire) Ltd)	44312021
62981	prodcode	Macrogol compound oral powder sachets sugar free (AM Distributions (Yorkshire) Ltd)	44308021
63251	prodcode	Generic Senokot Dual Relief tablets	29144020
63280	prodcode	CosmoCol Plain oral powder sachets (Stirling Anglian Pharmaceuticals Ltd)	44955021
63301	prodcode	CosmoCol Paediatric oral powder 6.9g sachets (Stirling Anglian Pharmaceuticals Ltd)	44957021
63339	prodcode	CosmoCol Half oral powder 6.9g sachets (Stirling Anglian Pharmaceuticals Ltd)	44958021
63732	prodcode	Lactulose 10g/15ml oral solution 15ml sachets sugar free (Colorama Pharmaceuticals Ltd)	17051021
64099	prodcode	Laxido Paediatric Plain oral powder 6.9g sachets (Galen Ltd)	49133021
64480	prodcode	Macrogol compound oral powder sachets sugar free (Ennogen Healthcare Ltd)	44309021
64896	prodcode	Pyridostigmine bromide 30mg/5ml oral solution	99017020
