medcode	readcode	Description	CodingSystem
43111	B213.00	Malignant neoplasm of laryngeal cartilage	readcode
43151	Byu3300	"[X]Malignant neoplasm/bone+articular cartilage, unspecified"	readcode
43200	B06z.00	Malignant neoplasm of oropharynx NOS	readcode
43390	B12z.00	Malignant neoplasm of small intestine NOS	readcode
43392	B483.00	"Malignant neoplasm of penis, part unspecified"	readcode
43400	B03..00	Malignant neoplasm of gum	readcode
43415	ByuD000	[X]Other Hodgkin's disease	readcode
43431	B010.00	Malignant neoplasm of base of tongue	readcode
43435	B41yz00	Malignant neoplasm of other site of cervix NOS	readcode
43450	B63z.00	Immunoproliferative neoplasm or myeloma NOS	readcode
43463	B325700	Malignant melanoma of back	readcode
43475	B310.00	"Malig neop of connective and soft tissue head, face and neck"	readcode
43479	B121.00	Malignant neoplasm of jejunum	readcode
43490	Byu1100	[X]Other specified carcinomas of liver	readcode
43548	B080.00	Malignant neoplasm of postcricoid region	readcode
43552	B630.11	Kahler's disease	readcode
43572	B114.00	Malignant neoplasm of body of stomach	readcode
43614	B30X.00	"Malignant neoplasm/bones+articular cartilage/limb,unspfd"	readcode
43642	B011.00	Malignant neoplasm of dorsal surface of tongue	readcode
43715	B325600	Malignant melanoma of umbilicus	readcode
43761	B451.00	Malignant neoplasm of labia majora	readcode
43781	B011z00	Malignant neoplasm of dorsum of tongue NOS	readcode
43930	B582000	Secondary malignant neoplasm of skin of head	readcode
43940	B431.00	Malignant neoplasm of isthmus of uterine body	readcode
44089	B517.00	Malignant neoplasm of brain stem	readcode
44108	B18..00	Malignant neoplasm of retroperitoneum and peritoneum	readcode
44139	B073.00	Malignant neoplasm of anterior wall of nasopharynx	readcode
44169	B222z00	"Malignant neoplasm of upper lobe, bronchus or lung NOS"	readcode
44196	B611.00	Hodgkin's granuloma	readcode
44267	B623.00	Malignant histiocytosis	readcode
44318	B62xX00	Oth and unspecif peripheral & cutaneous T-cell lymphomas	readcode
44356	B2z..00	Malig neop other/ill-defined sites resp/intrathoracic organs	readcode
44399	B150z00	Primary malignant neoplasm of liver NOS	readcode
44452	B300C00	Malignant neoplasm of vomer	readcode
44529	B575.00	Secondary malignant neoplasm of large intestine and rectum	readcode
44609	B306000	Malignant neoplasm of ilium	readcode
44615	B586.00	Secondary malignant neoplasm of ovary	readcode
44627	B560800	Secondary and unspec malig neop anterior cervical LN	readcode
44805	B312100	Malig neop of connective and soft tissue thigh and upper leg	readcode
44884	B4Ay.00	Malignant neoplasm of other urinary organs	readcode
44931	B562z00	Secondary and unspec malig neop intra-abdominal LN NOS	readcode
44996	B491.00	Malignant neoplasm of dome of urinary bladder	readcode
45071	B314.00	Malignant neoplasm of connective and soft tissue of abdomen	readcode
45139	B323400	Malignant melanoma of external surface of nose	readcode
45154	B516.00	Malignant neoplasm of cerebellum	readcode
45222	B343.00	Malignant neoplasm of lower-inner quadrant of female breast	readcode
45260	Byu9000	"[X]Malignant neoplasm of urinary organ, unspecified"	readcode
45262	Byu8200	"[X]Malignant neoplasm of male genital organ, unspecified"	readcode
45264	B620100	"Nodular lymphoma of lymph nodes of head, face and neck"	readcode
45267	B55z.00	Malignant neoplasm of other and ill defined site NOS	readcode
45306	B324100	Malignant melanoma of neck	readcode
45307	B2...11	Carcinoma of respiratory tract and intrathoracic organs	readcode
45408	B040.00	Malignant neoplasm of anterior portion of floor of mouth	readcode
45490	B430z00	Malignant neoplasm of corpus uteri NOS	readcode
45667	B501.00	Malignant neoplasm of orbit	readcode
45755	B326200	Malignant melanoma of fore-arm	readcode
45760	B325z00	"Malignant melanoma of trunk, excluding scrotum, NOS"	readcode
45766	Byu1200	"[X]Malignant neoplasm of intestinal tract, part unspecified"	readcode
45793	B430300	Malignant neoplasm of myometrium of corpus uteri	readcode
45824	B58y900	Secondary malignant neoplasm of tongue	readcode
45922	B508.00	"Malignant neoplasm, overlapping lesion of eye and adnexa"	readcode
45986	B041.00	Malignant neoplasm of lateral portion of floor of mouth	readcode
46042	B630300	Lambda light chain myeloma	readcode
46114	B0z..00	"Malig neop other/ill-defined sites lip, oral cavity, pharynx"	readcode
46153	B443.00	Malignant neoplasm of parametrium	readcode
46159	B142000	Malignant neoplasm of cloacogenic zone	readcode
46255	B327.00	Malignant melanoma of lower limb and hip	readcode
46409	B563300	Secondary and unspec malig neop pectoral lymph nodes	readcode
46548	B071100	Malignant neoplasm of pharyngeal tonsil	readcode
46613	B18y.00	Malignant neoplasm of specified parts of peritoneum	readcode
46728	B064.00	Malignant neoplasm of anterior epiglottis	readcode
46789	B515000	Malignant neoplasm of choroid plexus	readcode
46792	B512.00	Malignant neoplasm of temporal lobe	readcode
46905	B545200	Malignant neoplasm of coccygeal body	readcode
46939	B302000	Malignant neoplasm of cervical vertebra	readcode
47094	B323200	Malignant melanoma of eyebrow	readcode
47204	B625z00	Letterer-Siwe disease NOS	readcode
47205	B017.00	Malignant overlapping lesion of tongue	readcode
47252	B323.00	Malignant melanoma of other and unspecified parts of face	readcode
47286	B551.00	Malignant neoplasm of thorax	readcode
47366	B565300	Secondary and unspec malig neop sacral lymph nodes	readcode
47556	B512z00	Malignant neoplasm of temporal lobe NOS	readcode
47633	ByuA300	"[X]Malig neopl, overlap lesion brain & other part of CNS"	readcode
47668	B48y100	Malignant neoplasm of tunica vaginalis	readcode
47767	B486.00	Malignant neoplasm of scrotum	readcode
47801	B49y000	"Malignant neoplasm, overlapping lesion of bladder"	readcode
47810	B59..00	Malignant neoplasm of unspecified site	readcode
47840	B545100	Malignant neoplasm of aortic body	readcode
47862	B213300	Malignant neoplasm of thyroid cartilage	readcode
47899	B451000	Malignant neoplasm of greater vestibular (Bartholin's) gland	readcode
48073	B510000	Malignant neoplasm of basal ganglia	readcode
48231	B13y.00	Malignant neoplasm of other specified sites of colon	readcode
48237	B111000	Malignant neoplasm of prepylorus of stomach	readcode
48517	B310200	Malignant neoplasm of soft tissue of neck	readcode
48519	B065.00	Malignant neoplasm of junctional region of epiglottis	readcode
48537	B17y.00	Malignant neoplasm of other specified sites of pancreas	readcode
48743	B482.00	Malignant neoplasm of body of penis	readcode
48809	B35zz00	Malignant neoplasm of male breast NOS	readcode
48820	B410.00	Malignant neoplasm of endocervix	readcode
48828	B582500	Secondary malignant neoplasm of skin of hip and leg	readcode
49054	B304000	Malignant neoplasm of scapula	readcode
49132	B517100	Malignant neoplasm of medulla oblongata	readcode
49145	B58y700	Secondary malignant neoplasm of penis	readcode
49148	B347.00	"Malignant neoplasm, overlapping lesion of breast"	readcode
49214	B560.00	Secondary and unspec malig neop lymph nodes head/face/neck	readcode
49262	B627200	Follicular non-Hodgkin's large cell lymphoma	readcode
49292	Byu1300	[X]Malignant neoplsm/ill-defin sites within digestive system	readcode
49301	B6z..00	Malignant neoplasm lymphatic or haematopoietic tissue NOS	readcode
49360	B031.00	Malignant neoplasm of lower gum	readcode
49400	B430211	Malignant neoplasm of endometrium	readcode
49463	B310400	Malignant neoplasm of tarsus of eyelid	readcode
49491	B303100	Malignant neoplasm of sternum	readcode
49525	B59zX00	"Kaposi's sarcoma, unspecified"	readcode
49605	B615.00	"Hodgkin's disease, mixed cellularity"	readcode
49701	B302z00	Malignant neoplasm of vertebral column NOS	readcode
49714	B523.00	Malignant neoplasm of spinal meninges	readcode
49725	B64y.00	Other lymphoid leukaemia	readcode
49758	B0zy.00	"Malignant neoplasm of other sites lip, oral cavity, pharynx"	readcode
49814	B325000	Malignant melanoma of axilla	readcode
49828	B441.00	Malignant neoplasm of fallopian tube	readcode
49875	B52X.00	"Malignant neoplasm of meninges, unspecified"	readcode
50035	B545.00	Malignant neoplasm of aortic body and other paraganglia	readcode
50152	B306500	Malignant sacral teratoma	readcode
50199	B563.00	Secondary and unspec malig neop axilla and upper limb LN	readcode
50222	B311000	Malignant neoplasm of connective and soft tissue of shoulder	readcode
50285	B410z00	Malignant neoplasm of endocervix NOS	readcode
50289	B241z00	Malignant neoplasm of heart NOS	readcode
50290	B6z0.00	Kaposi's sarcoma of lymph nodes	readcode
50292	Byu2500	"[X]Malignant neoplasm of mediastinum, part unspecified"	readcode
50296	B000100	"Malignant neoplasm of upper lip, lipstick area"	readcode
50297	B411.00	Malignant neoplasm of exocervix	readcode
50298	B300500	Malignant neoplasm of orbital bone	readcode
50299	B300900	Malignant neoplasm of zygomatic bone	readcode
50402	B307100	Malignant neoplasm of fibula	readcode
50475	B02z.00	Malignant neoplasm of major salivary gland NOS	readcode
50505	B326000	Malignant melanoma of shoulder	readcode
50579	B214.00	"Malignant neoplasm, overlapping lesion of larynx"	readcode
50668	B627300	Diffuse non-Hodgkin's small cell (diffuse) lymphoma	readcode
50681	B480.00	Malignant neoplasm of prepuce (foreskin)	readcode
50695	B627500	Diffuse non-Hodgkin mixed sml & lge cell (diffuse) lymphoma	readcode
50696	B62y100	"Malignant lymphoma NOS of lymph nodes of head, face and neck"	readcode
50777	B524600	"Malignant neoplasm,overlap lesion periph nerve & auton ns"	readcode
50789	B103.00	Malignant neoplasm of upper third of oesophagus	readcode
50858	B674.00	Acute panmyelosis	readcode
50898	B18y300	Malignant neoplasm of omentum	readcode
50904	B563200	Secondary and unspec malig neop infraclavicular lymph nodes	readcode
50974	B14z.00	"Malignant neoplasm rectum,rectosigmoid junction and anus NOS"	readcode
51115	B522.00	Malignant neoplasm of spinal cord	readcode
51209	B325800	Malignant melanoma of chest wall	readcode
51237	B303z00	"Malignant neoplasm of rib, sternum and clavicle NOS"	readcode
51255	B1zz.00	Malignant neoplasm of digestive tract and peritoneum NOS	readcode
51352	B592.00	Malignant neoplasms of independent (primary) multiple sites	readcode
51551	B571.00	Secondary malignant neoplasm of mediastinum	readcode
51690	B117.00	"Malignant neoplasm, overlapping lesion of stomach"	readcode
51786	B021.00	Malignant neoplasm of submandibular gland	readcode
51795	B545000	Malignant neoplasm of glomus jugulare	readcode
51818	B550300	Malignant neoplasm of jaw NOS	readcode
51873	B327100	Malignant melanoma of thigh	readcode
51921	B306200	Malignant neoplasm of pubis	readcode
51926	B062000	Malignant neoplasm of faucial pillar	readcode
51965	B315.00	Malignant neoplasm of connective and soft tissue of pelvis	readcode
52029	ByuC800	[X]Malignant neoplasm without specification of site	readcode
52190	B561900	Secondary and unspec malig neop pulmonary lymph nodes	readcode
52316	B553.00	Malignant neoplasm of pelvis	readcode
52327	B653000	Chloroma	readcode
52511	B515.00	Malignant neoplasm of cerebral ventricles	readcode
52537	B161100	Malignant neoplasm of hepatic duct	readcode
52570	B487.00	"Malignant neoplasm, overlapping lesion of penis"	readcode
52594	B4z..00	Malignant neoplasm of genitourinary organ NOS	readcode
52736	B562.00	Secondary and unspec malig neop intra-abdominal lymph nodes	readcode
53103	B410100	Malignant neoplasm of endocervical gland	readcode
53369	B327900	Malignant melanoma of great toe	readcode
53397	B61z.00	Hodgkin's disease NOS	readcode
53504	B52W.00	"Malig neopl, overlap lesion brain & other part of CNS"	readcode
53528	B581200	Secondary malignant neoplasm of urethra	readcode
53551	B627600	Diffuse non-Hodgkin's immunoblastic (diffuse) lymphoma	readcode
53591	B10y.00	Malignant neoplasm of other specified part of oesophagus	readcode
53594	B300000	Malignant neoplasm of ethmoid bone	readcode
53599	B300100	Malignant neoplasm of frontal bone	readcode
53629	B325200	Malignant melanoma of buttock	readcode
53884	B060z00	Malignant neoplasm tonsil NOS	readcode
53910	B453.00	Malignant neoplasm of clitoris	readcode
53989	B311.00	Malig neop connective and soft tissue upper limb/shoulder	readcode
54083	B625800	Letterer-Siwe disease of lymph nodes of multiple sites	readcode
54103	B16..00	Malignant neoplasm gallbladder and extrahepatic bile ducts	readcode
54120	B584.00	Secondary malignant neoplasm of other part of nervous system	readcode
54133	B510z00	Malignant neoplasm of cerebrum NOS	readcode
54134	B223z00	"Malignant neoplasm of middle lobe, bronchus or lung NOS"	readcode
54171	B104.00	Malignant neoplasm of middle third of oesophagus	readcode
54184	B4A1z00	Malignant neoplasm of renal pelvis NOS	readcode
54186	B313100	Malignant neoplasm of diaphragm	readcode
54202	B35z.00	Malignant neoplasm of other site of male breast	readcode
54222	B312400	Malignant neoplasm of connective and soft tissue of foot	readcode
54253	ByuC700	[X]Secondary malignant neoplasm of other specified sites	readcode
54267	B59z.00	Malignant neoplasm of unspecified site NOS	readcode
54278	B564000	Secondary and unspec malig neop superficial inguinal LN	readcode
54305	B327200	Malignant melanoma of knee	readcode
54493	B303500	Malignant neoplasm of xiphoid process	readcode
54494	B350.00	Malignant neoplasm of nipple and areola of male breast	readcode
54613	B201200	Malignant neoplasm of tympanic antrum	readcode
54631	B306.00	"Malignant neoplasm of pelvic bones, sacrum and coccyx"	readcode
54632	B321.00	Malignant melanoma of eyelid including canthus	readcode
54636	B203.00	Malignant neoplasm of ethmoid sinus	readcode
54679	B594.00	Secondary malignant neoplasm of unknown site	readcode
54685	B326100	Malignant melanoma of upper arm	readcode
54691	B302200	Malignant neoplasm of lumbar vertebra	readcode
54747	B300600	Malignant neoplasm of parietal bone	readcode
54793	B682.00	Subacute leukaemia NOS	readcode
54956	B50z.00	Malignant neoplasm of eye NOS	readcode
54965	B312200	Malig neop connective and soft tissue of popliteal space	readcode
55015	B05z.00	Malignant neoplasm of mouth NOS	readcode
55019	B11y.00	Malignant neoplasm of other specified site of stomach	readcode
55066	B062.00	Malignant neoplasm of tonsillar pillar	readcode
55090	B58y100	Secondary malignant neoplasm of uterus	readcode
55096	B582z00	Secondary malignant neoplasm of skin NOS	readcode
55098	B550000	Malignant neoplasm of head NOS	readcode
55101	B553z00	Malignant neoplasm of pelvis NOS	readcode
55246	B20z.00	Malignant neoplasm of accessory sinus NOS	readcode
55292	B326z00	Malignant melanoma of upper limb or shoulder NOS	readcode
55303	B614100	"Hodgkin's nodular sclerosis of head, face and neck"	readcode
55374	B215.00	Malignant neoplasm of epiglottis NOS	readcode
55434	B116.00	Malignant neoplasm of greater curve of stomach unspecified	readcode
55463	B561400	Secondary and unspec malig neop post mediastinal lymph nodes	readcode
55588	Byu7300	"[X]Malignant neoplasm of female genital organ, unspecified"	readcode
55595	B300700	Malignant neoplasm of sphenoid bone	readcode
55630	B07y.00	Malignant neoplasm of other specified site of nasopharynx	readcode
55659	B14y.00	"Malig neop other site rectum, rectosigmoid junction and anus"	readcode
55881	B324000	Malignant melanoma of scalp	readcode
55946	B574000	Secondary malignant neoplasm of duodenum	readcode
55953	B300400	Malignant neoplasm of occipital bone	readcode
56345	B57y.00	Secondary malignant neoplasm of other digestive organ	readcode
56355	B066.00	Malignant neoplasm of lateral wall of oropharynx	readcode
56490	B52z.00	Malignant neoplasm of nervous system NOS	readcode
56513	B307000	Malignant neoplasm of femur	readcode
56709	B04y.00	Malignant neoplasm of other sites of floor of mouth	readcode
56715	B34y.00	Malignant neoplasm of other site of female breast	readcode
56718	B500z00	Malignant neoplasm of eyeball NOS	readcode
56918	B1zy.00	Malignant neoplasm other spec digestive tract and peritoneum	readcode
56925	Byu4000	[X]Malignant melanoma of other+unspecified parts of face	readcode
57047	B544.00	Malignant neoplasm of carotid body	readcode
57191	Byu8000	[X]Malignant neoplasm/other specified male genital organs	readcode
57225	B614000	"Hodgkin's disease, nodular sclerosis of unspecified site"	readcode
57235	B410000	Malignant neoplasm of endocervical canal	readcode
57248	B082.00	"Malignant neoplasm aryepiglottic fold, hypopharyngeal aspect"	readcode
57260	B322.00	Malignant melanoma of ear and external auricular canal	readcode
57427	B62y000	Malignant lymphoma NOS of unspecified site	readcode
57471	B316.00	Malig neop of connective and soft tissue trunk unspecified	readcode
57481	ByuC300	[X]Secondary malignant neoplasm/oth+unspc respiratory organs	readcode
57482	B311200	Malignant neoplasm of connective and soft tissue of fore-arm	readcode
57671	B672.00	Megakaryocytic leukaemia	readcode
57719	B41y100	Malignant neoplasm of squamocolumnar junction of cervix	readcode
57737	B62x100	Lymphoepithelioid lymphoma	readcode
57756	Byu7100	[X]Malignant neoplasm/other specified female genital organs	readcode
57854	B553000	Malignant neoplasm of inguinal region NOS	readcode
57988	B305000	Malignant neoplasm of carpal bone - scaphoid	readcode
58061	B452.00	Malignant neoplasm of labia minora	readcode
58082	B620800	Nodular lymphoma of lymph nodes of multiple sites	readcode
58088	B151400	Malignant neoplasm of intrahepatic gall duct	readcode
58094	B412.00	"Malignant neoplasm, overlapping lesion of cervix uteri"	readcode
58121	B014.00	Malignant neoplasm of anterior 2/3 of tongue unspecified	readcode
58684	B615200	Hodgkin's mixed cellularity of intrathoracic lymph nodes	readcode
58692	B561500	Secondary and unspec malig neop paratracheal lymph nodes	readcode
58836	B315z00	Malig neop of connective and soft tissue of pelvis NOS	readcode
58871	B623z00	Malignant histiocytosis NOS	readcode
58903	B550z00	"Malignant neoplasm of head, neck and face NOS"	readcode
58949	B308D00	Malignant neoplasm of phalanges of foot	readcode
58958	B323500	Malignant melanoma of temple	readcode
58962	B62x500	Malignant immunoproliferative small intestinal disease	readcode
58973	Byu0.00	"[X]Malignant neoplasm of lip, oral cavity and pharynx"	readcode
59004	B072.00	Malignant neoplasm of lateral wall of nasopharynx	readcode
59036	B300.00	Malignant neoplasm of bones of skull and face	readcode
59041	B500000	Malignant neoplasm of ciliary body	readcode
59061	B322000	Malignant melanoma of auricle (ear)	readcode
59092	B111z00	Malignant neoplasm of pylorus of stomach NOS	readcode
59097	B431000	Malignant neoplasm of lower uterine segment	readcode
59115	B602100	"Burkitt's lymphoma of lymph nodes of head, face and neck"	readcode
59152	B315200	Malignant neoplasm of connective and soft tissue of perineum	readcode
59170	B51y000	Malignant neoplasm of corpus callosum	readcode
59223	B306100	Malignant neoplasm of ischium	readcode
59286	B4Ay000	Malignant neoplasm of overlapping lesion of urinary organs	readcode
59362	B451z00	Malignant neoplasm of labia majora NOS	readcode
59375	B583z00	Secondary malignant neoplasm of brain or spinal cord NOS	readcode
59381	B500100	Malignant neoplasm of iris	readcode
59382	B310000	Malignant neoplasm of soft tissue of head	readcode
59388	B18y100	Malignant neoplasm of mesocaecum	readcode
59520	B300200	Malignant neoplasm of malar bone	readcode
59718	B542z00	Malig neop pituitary gland or craniopharyngeal duct NOS	readcode
59755	B61z200	Hodgkin's disease NOS of intrathoracic lymph nodes	readcode
59778	B61z100	"Hodgkin's disease NOS of lymph nodes of head, face and neck"	readcode
59823	B542.00	Malignant neoplasm pituitary gland and craniopharyngeal duct	readcode
59831	B340z00	Malignant neoplasm of nipple or areola of female breast NOS	readcode
60035	B310300	Malignant neoplasm of cartilage of ear	readcode
60052	B55yz00	Malignant neoplasm of specified site NOS	readcode
60053	Byu..00	[X]Additional neoplasm classification terms	readcode
60092	B62y700	Malignant lymphoma NOS of spleen	readcode
60134	B581000	Secondary malignant neoplasm of ureter	readcode
60162	Byu5A00	[X]Malignant neoplasm overlapping lesion of skin	readcode
60242	B600000	Reticulosarcoma of unspecified site	readcode
60247	B314z00	Malig neop of connective and soft tissue of abdomen NOS	readcode
60312	B16y.00	Malignant neoplasm other gallbladder/extrahepatic bile duct	readcode
60335	B58y400	Secondary malignant neoplasm of vulva	readcode
60403	B303300	Malignant neoplasm of costal cartilage	readcode
60772	B450z00	Malignant neoplasm of vagina NOS	readcode
61064	B24X.00	"Malignant neoplasm of mediastinum, part unspecified"	readcode
61149	B614300	Hodgkin's nodular sclerosis of intra-abdominal lymph nodes	readcode
61246	B327600	Malignant melanoma of heel	readcode
61289	B564100	Secondary and unspec malig neop deep inguinal lymph nodes	readcode
61390	B540000	Malignant neoplasm of adrenal cortex	readcode
61399	B510100	Malignant neoplasm of cerebral cortex	readcode
61500	B690.00	Acute myelomonocytic leukaemia	readcode
61510	B062200	Malignant neoplasm of palatoglossal arch	readcode
61555	B180z00	Malignant neoplasm of retroperitoneum NOS	readcode
61643	B151z00	Malignant neoplasm of intrahepatic bile ducts NOS	readcode
61662	B61z000	"Hodgkin's disease NOS, unspecified site"	readcode
61677	B562200	Secondary and unspec malig neop inferior mesenteric LN	readcode
61692	B004.00	"Malignant neoplasm of lip unspecified, inner aspect"	readcode
61693	ByuD600	[X]Other myeloid leukaemia	readcode
61695	B100.00	Malignant neoplasm of cervical oesophagus	readcode
61716	B524100	"Malignant neoplasm of peripheral nerve,upp limb,incl should"	readcode
61741	B304200	Malignant neoplasm of humerus	readcode
62104	B300800	Malignant neoplasm of temporal bone	readcode
62124	B561800	Secondary and unspec malig neop bronchopulmonary lymph nodes	readcode
62126	B510500	Malignant neoplasm of thalamus	readcode
62182	B200300	Malignant neoplasm of vestibule of nose	readcode
62380	B601200	Lymphosarcoma of intrathoracic lymph nodes	readcode
62437	B62x400	Malignant reticulosis	readcode
62475	B326300	Malignant melanoma of hand	readcode
62556	B24..00	"Malignant neoplasm of thymus, heart and mediastinum"	readcode
62584	B573.00	Secondary malignant neoplasm of other respiratory organs	readcode
62630	B307z00	Malignant neoplasm of long bones of leg NOS	readcode
62761	B200200	Malignant neoplasm of septum of nose	readcode
62828	B581z00	Secondary malignant neoplasm of other urinary organ NOS	readcode
62840	B013.00	Malignant neoplasm of ventral surface of tongue	readcode
62909	B575100	Secondary malignant neoplasm of rectum	readcode
63054	B614z00	"Hodgkin's disease, nodular sclerosis NOS"	readcode
63104	B501z00	Malignant neoplasm of orbit NOS	readcode
63105	B62y500	Malignant lymphoma NOS of lymph node inguinal region and leg	readcode
63224	B48z.00	Malignant neoplasm of penis and other male genital organ NOS	readcode
63300	Byu3200	[X]Malignant neoplasm/overlap lesion/bone+articulr cartilage	readcode
63331	B485.00	Malignant neoplasm of spermatic cord	readcode
63375	ByuDE00	[X]Unspecified B-cell non-Hodgkin's lymphoma	readcode
63430	B241000	Malignant neoplasm of endocardium	readcode
63460	B213000	Malignant neoplasm of arytenoid cartilage	readcode
63470	B102.00	Malignant neoplasm of abdominal oesophagus	readcode
63475	B652.00	Subacute myeloid leukaemia	readcode
63568	B524000	"Malignant neoplasm of peripheral nerves of head, face & neck"	readcode
63598	ByuE.00	[X]Malignant neoplasms/independent (primary) multiple sites	readcode
63625	B616400	Hodgkin's lymphocytic depletion lymph nodes axilla and arm	readcode
63653	B671.11	Heilmeyer - Schoner disease	readcode
63657	B503.00	Malignant neoplasm of conjunctiva	readcode
63695	B524300	Malignant neoplasm of peripheral nerve of thorax	readcode
63723	B601z00	Lymphosarcoma NOS	readcode
63896	B582400	Secondary malignant neoplasm of skin of shoulder and arm	readcode
63915	B564.00	Secondary and unspec malig neop inguinal and lower limb LN	readcode
63925	ByuA200	"[X]Malignant neoplasm of meninges, unspecified"	readcode
63979	B013100	Malignant neoplasm of frenulum linguae	readcode
63988	B311500	Malignant neoplasm of connective and soft tissue of thumb	readcode
63995	B123.00	Malignant neoplasm of Meckel's diverticulum	readcode
63997	B326500	Malignant melanoma of thumb	readcode
64036	B612.00	Hodgkin's sarcoma	readcode
64106	B18yz00	Malignant neoplasm of specified parts of peritoneum NOS	readcode
64116	B561.00	Secondary and unspec malig neop intrathoracic lymph nodes	readcode
64195	B54z.00	Malig neop of endocrine gland or related structure NOS	readcode
64309	ByuB100	"[X]Malignant neoplasm of endocrine gland, unspecified"	readcode
64327	B327z00	Malignant melanoma of lower limb or hip NOS	readcode
64336	ByuD300	[X]Other specified types of non-Hodgkin's lymphoma	readcode
64345	B311100	"Malignant neoplasm of connective and soft tissue, upper arm"	readcode
64427	B62z100	Unspec malig neop lymphoid/histiocytic lymph node head/neck	readcode
64462	B083.00	Malignant neoplasm of posterior pharynx	readcode
64497	Byu7000	"[X]Malignant neoplasm of uterine adnexa, unspecified"	readcode
64515	ByuDC00	"[X]Diffuse non-Hodgkin's lymphoma, unspecified"	readcode
64516	B18y400	Malignant neoplasm of parietal peritoneum	readcode
64557	B517000	Malignant neoplasm of cerebral peduncle	readcode
64567	B63y.00	Other immunoproliferative neoplasms	readcode
64602	B470.00	Malignant neoplasm of undescended testis	readcode
64670	B601300	Lymphosarcoma of intra-abdominal lymph nodes	readcode
64680	B574.00	Secondary malignant neoplasm of small intestine and duodenum	readcode
64686	B340100	Malignant neoplasm of areola of female breast	readcode
64810	B551z00	Malignant neoplasm of thorax NOS	readcode
64817	B502.00	Malignant neoplasm of lacrimal gland	readcode
64848	B304400	Malignant neoplasm of ulna	readcode
64897	ByuE000	[X]Malignant neoplasms/independent(primary)multiple sites	readcode
64918	B560000	Secondary and unspec malig neop of superficial parotid LN	readcode
64971	B520000	Malignant neoplasm of olfactory bulb	readcode
65106	B44z.00	Malignant neoplasm of uterine adnexa NOS	readcode
65122	B624000	Leukaemic reticuloendotheliosis of unspecified sites	readcode
65123	B624300	Leukaemic reticuloend of intra-abdominal lymph nodes	readcode
65124	B151000	Malignant neoplasm of interlobular bile ducts	readcode
65159	B180100	Malignant neoplasm of perinephric tissue	readcode
65164	B326.00	Malignant melanoma of upper limb and shoulder	readcode
65165	ByuD900	[X]Other leukaemia of unspecified cell type	readcode
65180	B627800	Diffuse non-Hodgkin's lymphoma undifferentiated (diffuse)	readcode
65215	B205.00	Malignant neoplasm of sphenoidal sinus	readcode
65233	B31y.00	Malig neop connective and soft tissue other specified site	readcode
65241	B51y200	"Malignant neoplasm, overlapping lesion of brain"	readcode
65253	B560300	Secondary and unspec malignant neoplasm occipital lymph node	readcode
65312	B11y000	Malignant neoplasm of anterior wall of stomach NEC	readcode
65357	B507100	Malignant neoplasm of nasolacrimal duct	readcode
65372	B11yz00	Malignant neoplasm of other specified site of stomach NOS	readcode
65434	B62z.00	Malignant neoplasms of lymphoid and histiocytic tissue NOS	readcode
65458	B52..00	Malig neop of other and unspecified parts of nervous system	readcode
65460	B1z1.00	Malignant neoplasm of spleen NEC	readcode
65466	B592X00	Kaposi's sarcoma of multiple organs	readcode
65483	B614400	Hodgkin's nodular sclerosis of lymph nodes of axilla and arm	readcode
65489	B610.00	Hodgkin's paragranuloma	readcode
65490	B58y411	Secondary cancer of the vulva	readcode
65599	B520200	Malignant neoplasm of acoustic nerve	readcode
65605	B241200	Malignant neoplasm of myocardium	readcode
65625	B324.00	Malignant melanoma of scalp and neck	readcode
65642	B623300	Malignant histiocytosis of intra-abdominal lymph nodes	readcode
65701	B620z00	Nodular lymphoma NOS	readcode
65721	B673.00	Mast cell leukaemia	readcode
65777	B672.11	Thrombocytic leukaemia	readcode
65793	B2z0.00	"Malig neop of upper respiratory tract, part unspecified"	readcode
65880	B304z00	Malig neop of scapula and long bones of upper arm NOS	readcode
66083	B57z.00	Secondary malig neop of respiratory or digestive system NOS	readcode
66088	B312.00	Malig neop of connective and soft tissue of hip and leg	readcode
66089	B65yz00	Other myeloid leukaemia NOS	readcode
66163	ByuC200	[X]2ndry+unspcf malignant neoplasm lymph nodes/multi regions	readcode
66166	B124.00	"Malignant neoplasm, overlapping lesion of small intestine"	readcode
66270	B000000	"Malignant neoplasm of upper lip, external"	readcode
66327	B620000	Nodular lymphoma of unspecified site	readcode
66384	B001000	"Malignant neoplasm of lower lip, external"	readcode
66422	B074.00	"Malignant neoplasm, overlapping lesion of nasopharynx"	readcode
66444	Byu2100	"[X]Malignant neoplasm/overlap lesion/heart,mediastinm+pleura"	readcode
66488	B314000	Malig neop of connective and soft tissue of abdominal wall	readcode
66639	B303200	Malignant neoplasm of clavicle	readcode
66646	B26..00	"Malignant neoplasm, overlap lesion of resp & intrathor orgs"	readcode
66750	B24z.00	"Malignant neoplasm of heart, thymus and mediastinum NOS"	readcode
66775	B560100	Secondary and unspec malignant neoplasm mastoid lymph nodes	readcode
66908	B306400	Malignant neoplasm of coccygeal vertebra	readcode
67029	ByuD500	[X]Other lymphoid leukaemia	readcode
67034	Byu5000	[X]Mesothelioma of other sites	readcode
67107	B230.00	Malignant neoplasm of parietal pleura	readcode
67129	B560z00	Secondary unspec malig neop lymph nodes head/face/neck NOS	readcode
67211	B523z00	Malignant neoplasm of spinal meninges NOS	readcode
