#AUTOGENERATED	DONT EDIT
K400z00	Acute salpingitis and oophoritis NOS
K410700	Subacute myometritis
K41z300	Perimetritis unspecified
K214400	Prostatitis in gonorrhoea
K240100	Orchitis with no abscess
K403.00	Acute parametritis and pelvic cellulitis
K41z200	Myometritis unspecified
K404200	Chronic abscess of the parametrium
K241300	Epididymitis in diseases EC
A166000	Tuberculous oophoritis
K41z.00	Unspecified uterine inflammatory disease
K401100	Chronic perioophoritis
A981.00	Acute gonorrhoea of upper genitourinary tract
K400400	Acute perisalpingitis
A981400	Acute gonococcal seminal vesiculitis
A164.00	Tuberculosis of epididymis
A165.00	Tuberculosis of other male genital organs
A165000	Tuberculosis of prostate
A165100	Tuberculosis seminal vesicle
A165200	Tuberculosis of testis
A165z00	Tuberculosis of other male genital organs NOS
A167.00	Tuberculosis of other female genital organs
A167z00	Tuberculosis of other female genital organs NOS
A3By700	Gardnerella vaginalis
A78AW00	Chlamydial infection, unspecified
A78AX00	Chlamydial infection of genitourinary tract, unspecified
A910.00	Primary genital syphilis
A980000	Acute gonococcal Bartholinitis
A980100	Acute gonococcal urethritis
A981000	Acute unspecified gonorrhoea of upper genitourinary tract
A981100	Acute gonococcal cystitis
A982000	Chronic gonococcal bartholinitis
A982100	Chronic gonococcal urethritis
A983000	Chronic unspecified gonorrhoea of upper genitourinary tract
A983100	Chronic gonococcal cystitis
A983400	Chronic gonococcal seminal vesiculitis
A983z00	Chronic gonorrhoea of upper genitourinary tract NOS
AB21100	Candidiasis of vagina
Ayu4D00	[X]Sexually transmitted chlamydial infection of other sites
Ayu4K00	[X]Chlamydial infection of genitourinary tract, unspecified
Ayu6.00	[X]Other diseases caused by chlamydiae
Ayu6100	[X]Other chlamydial diseases
Ayu6200	[X]Chlamydial infection, unspecified
K154500	Cystitis in gonorrhoea
K17y200	Skenes glands adenitis
K213.00	Prostatocystitis
K214000	Prostatitis in actinomycosis
K214100	Prostatitis in blastomycosis
K214200	Prostatitis in syphilis
K214300	Prostatitis in tuberculosis
K214500	Prostatitis in moniliasis
K214z00	Prostatitis in diseases EC NOS
K21y.00	Other prostatic inflammatory diseases
K240300	Orchitis in diseases EC
K271100	Posthitis
K272100	Penile boil
K272200	Penile carbuncle
K272300	Cellulitis of penis
K272z00	Other penile inflammatory disorder NOS
K280200	Cellulitis of seminal vesicle
K280z00	Seminal vesiculitis NOS
K284100	Boil of scrotum
K284200	Carbuncle of scrotum
K284300	Cellulitis of scrotum
K284700	Sperm granuloma of spermatic cord
K284800	Sperm granuloma of epididymis
K284900	Inflammation of scrotum
K28X.00	Inflammatory disorder of unspecified male genital organ
K400500	Subacute oophoritis
K401700	Salpingitis isthmica nodosa
K403z00	Acute parametritis and pelvic cellulitis NOS
K405z00	Parametritis and pelvic cellulitis NOS
K408.00	Other chronic female pelvic peritonitis
K40y.00	Other female pelvic organ inflammatory diseases
K410600	Subacute endomyometritis
K410800	Subacute perimetritis
K411200	Chronic myometritis
K411300	Chronic perimetritis
K411z00	Chronic uterine inflammatory disease NOS
K41zz00	Unspecified uterine inflammatory disease NOS
K420300	Cervicitis with erosion
K420400	Cervicitis with Nabothian cyst
K420600	Endocervicitis with erosion
K420A00	Nabothian follicles
K420B00	Chronic cervicitis
K421000	Vaginitis unspecified
K421300	Postirradiation vaginitis
K421400	Vaginitis in diseases EC
K421500	Vulvitis in diseases EC
K421800	Subacute and chronic vulvitis
K421900	Bacterial vaginitis
K421A00	Acute vulvitis
K424200	Furuncle of vulva
K42y000	Carbuncle of vagina
K42y100	Carbuncle of labium
K42y300	Bartholinitis
K42y500	Vulval vestibulitis
K5A3.00	Postmenopausal atrophic vaginitis
K5A5.00	Perimenopausal atrophic vaginitis
Kyu6300	[X]Other inflammatory disorders of penis
Kyu6600	[X]Inflammatory disorder of unspecified male genital organ
Kyu8.00	[X]Inflammatory diseases of female pelvic organs
Kyu8000	[X]Other specified female pelvic inflammatory diseases
Kyu8100	[X]Female pelvic inflammatory disorders in other diseases classified elsewhere
Kyu8200	[X]Other diseases of Bartholins gland
Kyu8300	[X]Other specified inflammation of vagina and vulva
Kyu8400	[X]Ulceration of vulva in infectious and parasitic diseases classified elsewhere
Kyu8500	[X]Vaginitis, vulvitis and vulvovaginitis in infectious and parasitic disease classified elsewhere
Kyu8600	[X]Vulvovaginal ulceration and inflammation in other diseases classified elsewhere
Lyu6000	[X]Other infection of genital tract following delivery
Lyu6B00	[X]Vaginitis following delivery
SP06E00	Infection and inflammation associated with retained intrauterine contraceptive device
SP06F00	Inflammation associated with retained intrauterine contraceptive device
K421100	Vulvitis unspecified
K424100	Carbuncle of vulva
J650.00	Acute cholecystitis
A701.00	Viral (infectious) hepatitis A
J632000	Hepatitis in malaria
J614.00	Chronic hepatitis
J614200	Chronic aggressive hepatitis
J651z00	Cholecystitis NOS
A70z000	Hepatitis C
A705000	Viral hepatitis C without mention of hepatic coma
A703.00	Viral (serum) hepatitis B
A70..00	Viral hepatitis
J631100	Hepatitis in cytomegalic inclusion virus
J620z00	Liver abscess NOS
J651000	Chronic cholecystitis
J631200	Hepatitis in infectious mononucleosis
J552000	Subhepatic abscess
J614100	Chronic active hepatitis
J661.00	Cholangitis
J614z00	Chronic hepatitis NOS
J661200	Recurrent cholangitis
J650z00	Acute cholecystitis NOS
J635300	Toxic liver disease with chronic persistent hepatitis
A98y600	Fitzhugh Curtis syndrome
A705400	Hepatitis non A non B
A70z.00	Unspecified viral hepatitis
J614000	Chronic persistent hepatitis
A707000	Chronic viral hepatitis B with delta-agent
J646.00	Calculus of bile duct with cholangitis
J620100	Liver abscess due to cholangitis
A707.00	Chronic viral hepatitis
J644.00	Bile duct calculus with other cholecystitis
43B4.00	Hepatitis B surface antig +ve
A053.00	Amoebic liver abscess
A707200	Chronic viral hepatitis C
A705.00	Other specified viral hepatitis without coma
J643100	Bile duct calculus + acute cholecystitis and obstruction
J62..00	Liver abscess and sequelae of chronic liver disease
A703000	Acute hep B with delta-agent (coinfectn) without hep coma
A707X00	Chronic viral hepatitis, unspecified
A705100	Acute delta-(super)infection of hepatitis B carrier
J661y00	Other cholangitis
2J23.00	Hepatitis A - current infection
A785200	Cytomegaloviral hepatitis
J632.00	Hepatitis in other infectious diseases EC
J643.00	Bile duct calculus with acute cholecystitis
J661400	Ascending cholangitis
J640.00	Gallbladder calculus with acute cholecystitis
J650300	Acute suppurative cholecystitis
J643000	Bile duct calculus + acute cholecystitis and no obstruction
J635500	Toxic liver disease with chronic active hepatitis
J661000	Acute cholangitis
J650400	Acute gangrenous cholecystitis
A707100	Chronic viral hepatitis B without delta-agent
J631.00	Hepatitis in viral diseases EC
J661300	Suppurative cholangitis
J631z00	Hepatitis in viral diseases EC NOS
J632z00	Hepatitis in infectious diseases EC NOS
A702000	Acute hep B with delta-agent (coinfection) with hep coma
J650000	Acute cholecystitis unspecified
J644100	Bile duct calculus + other cholecystitis and obstruction
J651.00	Other cholecystitis
J620.00	Liver abscess - excluding amoebic liver abscess
J650200	Acute emphysematous cholecystitis
J641100	Gallbladder calculus with other cholecystitis + obstruct
J640100	Gallbladder calculus with acute cholecystitis + obstruction
J641.00	Gallbladder calculus with other cholecystitis
J641000	Gallbladder calculus with other cholecystitis +no obstruct
J661100	Chronic cholangitis
A705200	Acute hepatitis E
J614300	Recurrent hepatitis
J614y00	Chronic hepatitis unspecified
A700.00	Viral hepatitis A with coma
J631500	Hepatitis in other viral disease
L176500	Viral hepatitis comp pregnancy, childbirth & the puerperium
J644z00	Bile duct calculus + other cholecystitis - obstruction NOS
J640000	Gallbladder calculus with acute cholecystitis +no obstruct
J651y00	Other cholecystitis OS
J632200	Hepatitis in secondary syphilis
J640z00	Gallbladder calculus with acute cholecystitis - obst NOS
J661z00	Cholangitis NOS
A704000	Viral hepatitis C with coma
A705z00	Other specified viral hepatitis without mention of coma NOS
AD05.00	Toxoplasma hepatitis
J614400	Chronic lobular hepatitis
J620000	Liver abscess due to portal pyaemia
AyuB.00	[X]Viral hepatitis
A702.00	Viral hepatitis B with coma
A704.00	Other specified viral hepatitis with coma
J620300	Liver abscess via umbilicus
A72x000	Mumps hepatitis
A916100	Secondary syphilitic hepatitis
J641z00	Gallbladder calculus with other cholecystitis - obstruct NOS
J631000	Hepatitis in coxsackie virus
J650100	Acute angiocholecystitis
J615D00	Bacterial portal cirrhosis
A704z00	Other specified viral hepatitis with hepatic coma NOS
J643z00	Bile duct calculus + acute cholecystitis - obstruct NOS
9kR..00	Chronic hepatitis annual review - enhanced services admin
7Q05200	Hepatitis B treatment drugs Band 1
J666.00	Biliary sepsis
A70A.00	Hepatitis C genotype 1
A70C.00	Hepatitis C genotype 3
A70z100	Acute viral hepatitis NOS
9NgR.00	On hepatitis C treatment plan
A70G.00	Acute hepatitis C
A70D.00	Hepatitis C genotype 4
A70B.00	Hepatitis C genotype 2
A709.00	Viral hepatitis without hepatic coma
A707300	Chronic viral hepatitis B
4L17.00	Hepatitis E virus genotype determination
A706.00	Unspecified viral hepatitis with coma
AyuB000	[X]Other specified acute viral hepatitis
AyuB100	[X]Other chronic viral hepatitis
AyuB200	[X]Chronic viral hepatitis, unspecified
AyuB400	[X]Unspecified viral hepatitis without coma
J62z.00	Liver abscess and chronic liver disease causing sequelae NOS
J631300	Hepatitis in mumps
J632300	Hepatitis in toxoplasmosis
J644000	Bile duct calculus with other cholecystitis and no obstruction
Jyu8100	[X]Other cholecystitis
A72..00	Mumps
A52..00	Chickenpox - varicella
A75..00	Infectious mononucleosis
A98z.00	Gonococcal infections NOS
A55..00	Measles
A53..00	Herpes zoster
A56..00	Rubella
A54..00	Herpes simplex
A84..00	Malaria
A38..00	Septicaemia
J633.00	Hepatitis unspecified
A3...00	Other bacterial diseases
A79z.00	Viral infection NOS
F563500	Viral labyrinthitis
A544.00	Ophthalmic herpes simplex
AC0..00	Schistosomiasis - bilharziasis
A3B1.00	Staphylococcal infection
R107.00	[D]Unspecified viraemia
A54z.00	Herpes simplex no complication NOS
A362.00	Meningococcal septicaemia
A36..00	Meningococcal infection
A1...00	Tuberculosis
A980200	Acute gonococcal vulvovaginitis
A38z.00	Septicaemia NOS
AA0..00	Leptospirosis
A3By300	Mycoplasma infection
A570.00	Erythema infectiosum - fifth disease
N241300	Viral myalgia
A07y000	Viral gastroenteritis
A061.00	Giardiasis - Lambliasis
A3B0.00	Streptococcal infection
A76..00	Trachoma
A743.00	Hand, foot and mouth disease
M140.00	Dermatitis herpetiformis
Q40A.00	Sepsis of the newborn
A172000	Tuberculous - cervical lymphadenitis
AB64.00	Mycotic mycetomas
A97..00	Other and unspecified syphilis
A61..00	Dengue - breakbone fever
A98..00	Gonococcal infections
AC8z.00	Helminthiasis NOS
A871000	Lyme disease
8BAD100	TB chemotherapy
A172.00	Tuberculosis of peripheral lymph nodes
A784.00	Foot and mouth disease
AC7z.00	Intestinal helminthiases NOS
A170600	Tuberculosis lichenoides
A85..00	Leishmaniasis
A57z.00	Other viral exanthemata NOS
A544000	Unspecified ophthalmic herpes
A172200	Tuberculous adenitis
A121000	Tuberculosis of hilar lymph nodes
J633z00	Hepatitis unspecified NOS
AC2..00	Echinococcosis
A540.00	Eczema herpeticum - Kaposis varicelliform eruption
A076.00	Enteritis due to specified virus
A792.00	Coxsackie virus
A5...00	Viral diseases with exanthem
A3By800	Coliform bacteria
A541400	Herpesviral infection of perianal skin and rectum
A3B7.00	Pseudomonas infection
A661100	American mountain tick fever
A125.00	Respiratory TB not confirmed bact or histologically
A31..00	Other mycobacterial diseases
L169.00	Herpes gestationis
A3B5.00	Haemophilus influenzae infection
A382.00	Pneumococcal septicaemia
A789A00	HIV disease resulting in wasting syndrome
A3B4.00	Escherichia coli infection
A79y.00	Other specific viral infection
A9...00	Syphilis and other venereal diseases
A3B1100	Methicillin resistant staphylococcus aureus
N035.00	Neuropathic arthropathy
A84X.00	Plasmodium falciparum malaria, unspecified
A532300	Ophthalmic herpes zoster infection
A788.00	Acquired immune deficiency syndrome
A785X00	Cytomegaloviral disease, unspecified
A78X.00	Unspecified viral haemorrhagic fever
A796.00	Parvovirus infection
R055500	[D]Septic shock
A7...00	Other viral and chlamydial diseases
A384200	Escherichia coli septicaemia
A380100	Septicaemia due to streptococcus, group B
A79B.00	Human papilloma virus infection
A790.00	Adenovirus
A3Ay100	Toxic shock syndrome
A542.00	Herpetic gingivostomatitis
A076200	Enteritis due to rotavirus
A541100	Herpetic vulvovaginitis
A654.00	Mosquito-borne haemorrhagic fever
A991.00	Lymphogranuloma venereum
A384300	Pseudomonas septicaemia
A380400	Septicaemia due to enterococcus
AA41.00	Erythema chronicum migrans
A37..00	Tetanus
42YA.00	Malarial parasites
A532.00	Herpes zoster with ophthalmic complication
A560200	Rubella deafness
A57..00	Other viral exanthemata
A1z..00	Tuberculosis NOS
A380.00	Streptococcal septicaemia
AC33.00	Unspecified taeniasis
A076z00	Enteritis due to specified virus NOS
A311.00	Cutaneous mycobacterial infections
AC00.00	Schistosoma haematobium
A22..00	Anthrax
AA24.00	Yaws gummata and ulcers
A39..00	Actinomycotic infections
A3Bz.00	Bacterial infection NOS
A381.00	Staphylococcal septicaemia
A394.00	Madura foot - actinomycosis
A100.00	Primary tuberculous complex
N015.00	Arthropathy associated with other viral diseases
A791.00	ECHO virus
A170100	Tuberculosis - lupus vulgaris
A3B6.00	Proteus infection
A18..00	Miliary tuberculosis
A79..00	Specific viral infections
H583100	Tropical eosinophilia
A77..00	Other disease conjunctiva due to viruses and chlamydiae NEC
A541200	Herpetic ulceration of vulva
65V9.00	Notification of tuberculosis
AC...00	Helminthiases
A3BX500	Oth streptococcus/cause/diseases classified/oth chapters
G500300	Acute pericarditis - tuberculous
1B1G100	Viral headache
A07y100	Infantile viral gastroenteritis
A3BX200	Streptococc,group B/cause/disease classified/oth chapters
A54x300	Herpesviral vesicular dermatitis
A7y0X00	Adenovirus/cause of diseases classified to other chapters
R106.00	[D]Unspecified bacteraemia
ZV02100	[V]Typhoid carrier
A3BX700	Staphylococ aureus/cause/diseases classified/oth chapters
A3BX100	Streptococc,gp A/cause/disease classified/to oth chapters
A723.00	Mumps pancreatitis
A532400	Herpes zoster ophthalmicus
A173100	Tuberculous episcleritis
A782.00	Sweating fever
L090y00	Sepsis NOS following abortion/ectopic/molar pregnancy
A301.00	Tuberculoid leprosy (type T)
A261.00	Rat-bite Streptobacillary fever
A55z.00	Measles with no complication NOS
A27y.00	Other specified zoonotic bacterial disease
A52x.00	Varicella with other specified complications
A821000	African tick virus
A5z..00	Viral diseases with exanthemata NOS
A53y.00	Herpes zoster with unspecified complication
A785.00	Cytomegalic inclusion disease
A87..00	Relapsing fever
A53z.00	Herpes zoster NOS
A541300	Herpetic infection of penis
AA23.00	Hyperkeratosis due to yaws
A78A000	Chlamydial infection of lower genitourinary tract
A10..00	Primary tuberculous infection
Q40y200	Septicaemia of newborn
A546.00	Herpes simplex whitlow
A751.00	Cytomegaloviral mononucleosis
A841X00	Plasmodium vivax malaria without complication
65V4.00	Notification of malaria
A79X.00	Enterovirus infection, unspecified
A7y..00	Other specified viral or chlamydial diseases
4J35.00	HIV p24 antigen level
A761.00	Trachoma - active stage
A931.00	Syphilitic aortitis
A980.00	Acute gonorrhoea of lower genitourinary tract
A840.00	Falciparum malaria - malignant
A81..00	Other typhus
A511.00	Pseudocowpox - Milkers node
A60..00	Yellow fever
65QA.00	AIDS carrier
AB64000	Actinomycetoma
L090z00	Septicaemia NOS following abortive pregnancy
A789200	HIV disease resulting in candidiasis
A171000	Bazins disease - erythema induratum - TB hypersensitivity
A7z..00	Other viral or chlamydial disease NOS
AE1..00	Late effects of acute poliomyelitis
A905200	Syphilitic saddle nose
A076000	Enteritis due to adenovirus
A124700	Primary respiratory TB confirm bact and histologically
A54y.00	Herpes simplex with unspecified complication
ZV01A00	[V]Asymptomatic human immunodeficency virus infection status
A532000	Herpes zoster with dermatitis of eyelid
A752.00	Pfeiffers disease
M143.00	Impetigo herpetiformis
A380300	Septicaemia due to streptococcus pneumoniae
A794.00	Ebola virus disease
A172z00	Tuberculosis of peripheral lymph nodes NOS
A7y0500	Papillomavirus as cause of diseases classif to oth chapters
4J34.00	HIV viral load
4JU..00	Presence of virus
A851.00	Urban cutaneous leishmaniasis
AC32.00	Taenia saginata infection
A531100	Geniculate herpes zoster
AC5z.00	Filariasis NOS
A56z.00	Rubella with no complication NOS
J63X.00	Granulomatous hepatitis, not elsewhere classified
A789500	HIV disease resulting in Kaposis sarcoma
A076100	Enteritis due to enterovirus
A86..00	Trypanosomiasis
A384100	Haemophilus influenzae septicaemia
F4K4400	Argyll Robertson pupil
A96..00	Late latent syphilis
A97z.00	Syphilis NOS
A911.00	Primary anal syphilis
A39z100	Nocardiosis NOS
A940.00	Tabes dorsalis - neurosyphilis
AE0..00	Late effects of tuberculosis
A14y300	Tuberculosis of mesenteric lymph glands
A55xz00	Measles with other specified complication NOS
A84W.00	Plasmodium malariae malaria without complication
A380000	Septicaemia due to streptococcus, group A
A661.00	Tick-borne fever
A381000	Septicaemia due to Staphylococcus aureus
A173400	Tuberculous keratoconjunctivitis
A52z.00	Varicella with no complication NOS
A170z00	Tuberculosis of skin and subcutaneous tissue NOS
SP38000	Septic shock due to transfusion
AA2..00	Yaws
A3y..00	Other specified bacterial diseases
A6...00	Arthropod-borne viral diseases
A72z.00	Mumps with no complication
A30..00	Leprosy
A14y200	Tuberculosis of small intestine
J691.00	Tropical sprue
A384000	Gram negative septicaemia NOS
A74..00	Specific diseases due to coxsackie virus
A915.00	Uveitis due to secondary syphilis
A124.00	Resp TB bacteriologically and histologically confirmed
A383.00	Septicaemia due to anaerobes
A180000	Acute miliary tuberculosis of a single specified site
A94y600	Rupture of syphilitic cerebral aneurysm
A793.00	Rhinovirus
A041.00	Botulism
A18y.00	Other specified miliary tuberculosis
A841.00	Vivax malaria - benign tertian
A3z..00	Other bacterial disease NOS
A848.00	Blackwater fever
A200.00	Bubonic plague
42Y5.00	RBC malaria parasitaemia count
AC50.00	Bancroftian filariasis
43D3.00	Legionella antibody positive
A3Byz00	Other specified bacterial infection NOS
AyuDG00	[X]Viral infection, unspecified
M145200	Senile dermatitis herpetiformis
AB2y300	Candidal septicaemia
A532z00	Herpes zoster with other ophthalmic complication
65VE.00	Notification of AIDS
A654000	Dengue haemorrhagic fever
A6z..00	Arthropod-borne viral disease NOS
AC0z.00	Schistosomiasis NOS
A54x.00	Herpes simplex with other specified complication
A1y..00	Other specified tuberculosis
AC25.00	Liver echinococcus multilocularis
A171100	Tuberculous erythema nodosum
A78y500	Lassa fever
A850.00	Visceral leishmaniasis
A384.00	Septicaemia due to other gram negative organisms
AC53.00	Onchocerciasis
4J32.00	Sample: virus identified
Q434000	Perinatal hepatitis causing jaundice, unspecified
A3A3.00	Necrobacillosis
A176.00	Tuberculosis of adrenal glands - Addisons disease
A3A4000	Nonpneumonic Legionnaires disease
N015z00	Arthropathy associated with other viral disease NOS
A823.00	Queensland tick typhus
A78y.00	Other specified viral and chlamydial diseases
A54xz00	Herpes simplex with other specified complication NOS
A788z00	Acquired human immunodeficiency virus infection syndrome NOS
Q403.00	Tetanus neonatorum
AA...00	Other spirochaetal diseases
A789000	HIV disease resulting in mycobacterial infection
A913400	Secondary syphilis of tonsils
AC1..00	Other trematode infections
A173000	Tuberculous chorioretinitis
Ayu0E00	[X]Other viral enteritis
A16..00	Tuberculosis of genitourinary system
AC02.00	Schistosoma japonicum
A170300	Tuberculosis - lupus NOS
A12y000	Tuberculosis of mediastinum
A10z.00	Primary tuberculous infection NOS
A919.00	Unspecified secondary syphilis
683B.00	Clostridium difficile toxin detection
M070300	Pyoderma ulcerosum tropicalum
A85z.00	Leishmaniasis NOS
A173300	Tuberculous chronic iridocyclitis
A53xz00	Herpes zoster with other specified complication NOS
A31z.00	Mycobacterial disease NOS
A851000	Aleppo boil
A851100	Baghdad boil
A821400	Mediterranean tick fever
M243200	Poliosis eccentrica
A510.00	Cowpox
Q40A000	Sepsis of newborn due to Staphylococcus aureus
F374400	Polyneuropathy in herpes zoster
J082300	Herpetic aphthous ulceration
A36z.00	Meningococcal infection NOS
AA26.00	Bone and joint yaws lesions
A98yy00	Other gonococcal infection of other specified site
A980z00	Acute gonorrhoea of lower genitourinary tract NOS
A17y200	Tuberculosis pericardium
AC7y.00	Mixed intestinal helminthiasis
A3BXD00	H influenzae as cause/diseases classified/other chapters
A851200	Delhi boil
AA40.00	Nonvenereal endemic syphilis
A273.00	Extraintestinal yersiniosis
A125200	Prim respiratory TB without mention of bact or hist confirm
L169z00	Herpes gestationis NOS
AC8y100	Capillaria hepatica
A95y.00	Other specified late syphilis
AE02.00	Late effects of genitourinary system tuberculosis
A221.00	Pulmonary anthrax
Eu02400	[X]Dementia in human immunodef virus [HIV] disease
A6y..00	Other specified arthropod-borne viral diseases
A66y100	Piry fever
M243300	Poliosis -acquired
A3Bx.00	Bacteria causing diseases classified elsewhere
A3Ayz00	Other specified bacterial disease NOS
AA0z.00	Leptospirosis NOS
A3By.00	Other specified bacterial infection
Q403100	Tetanus omphalitis
L171300	Maternal gonorrhoea in pregnancy - baby not yet delivered
L171.00	Maternal gonorrhoea during pregnancy/childbirth/puerperium
A985200	Gonococcal bursitis
A180100	Acute miliary tuberculosis of multiple sites
L175.00	Maternal rubella in pregnancy, childbirth and the puerperium
AC22.00	Thyroid echinococcus granulosus
A10y.00	Other primary progressive tuberculosis
A381100	Septicaemia due to coagulase-negative staphylococcus
A854.00	American cutaneous leishmaniasis
A53x.00	Herpes zoster with other specified complication
SP20100	Postoperative septic shock
A3BX800	Oth staphylococcus/cause/diseases classified/oth chapters
A31y.00	Other specified mycobacterial disease
A797.00	Papovavirus infection
A57y.00	Other specified viral exanthemata
A822000	Siberian tick typhus
M261G00	Acne agminata
N010A00	Arthritis in Lyme disease
SP25400	Postoperative septicaemia
A173.00	Tuberculosis of eye
A124500	Tuberculosis of larynx, trachea & bronchus conf bact/histy
A917.00	Secondary syphilis relapse
A860.00	Chagas disease with heart involvement
A121100	Tuberculosis of mediastinal lymph nodes
A785100	Cytomegaloviral pancreatitis
R109.00	[D]Laboratory evidence of human immunodefiency virus [HIV]
A789.00	Human immunodef virus resulting in other disease
AC57.00	Dracontiasis - guinea worm
A74z.00	Coxsackie viral diseases NOS
A171.00	Tuberculosis with erythema nodosum hypersensitivity reaction
A789600	HIV disease resulting in Burkitts lymphoma
A124400	TB intrathoracic lymph nodes confirm bact histologically
A812.00	Scrub mite-borne typhus
N307z00	Poliomyelitis osteopathy NOS
A3BX600	Unspecf streptococ/cause/diseases classified/oth chapters
A56xz00	Rubella with other specified complication NOS
A74y.00	Other specified coxsackie virus disease
AA00.00	Leptospirosis icterohaemorrhagica
A20..00	Plague
A3BXF00	Pseudomonas as cause/diseases classifd to other chapters
A300.00	Lepromatous leprosy (type L)
A17z.00	Tuberculosis of other organs NOS
AE23.00	Sequelae of viral hepatitis
A7y0400	Parvovirus as cause of diseases classified to oth chapters
R055200	[D]Endotoxic shock
A17y400	Tuberculosis of liver
A17yz00	Tuberculosis of other specified organs NOS
A220.00	Cutaneous anthrax
A798.00	Retrovirus infection
A847.00	Induced malaria
A170.00	Tuberculosis of skin and subcutaneous tissue
AC7x.00	Other specified intestinal helminthiases
A17y.00	Tuberculosis of other specified organs
A370.00	Obstetrical tetanus
AC01.00	Schistosoma mansoni
A852.00	Asian desert cutaneous leishmaniasis
A121z00	Tuberculosis of intrathoracic lymph nodes NOS
65Y1.00	On tuberculosis chemoprophylaxis
AC30.00	Taenia solium infection, intestinal form
A4y..00	Other enterovirus diseases of central nervous system
A554.00	Measles with intestinal complications
A170200	Tuberculosis - scrofuloderma
A78..00	Other viral or chlamydial diseases
A788U00	HIV disease result/haematological+immunologic abnorms,NEC
Q40W.00	Sepsis of newborn due to other+unspecified streptococci
65VD.00	Notification of acute polio
F4A5400	Keratitis due to syphilis
A912300	Primary tonsil syphilis
A846.00	Unspecified malaria
A55y.00	Measles with unspecified complication
A39z.00	Actinomycosis unspecified site
A871.00	Tick-borne relapsing fever
A545.00	Herpes simplex septicaemia
AAz..00	Spirochaetal infection NOS
A392.00	Abdominal actinomycosis
AC51.00	Malayan filariasis
L174.00	Maternal malaria in pregnancy, childbirth and the puerperium
A14y500	Tuberculosis of retroperitoneal lymph nodes
A844000	Malaria due to simian plasmodia
A57y400	Pseudoscarlatina
A861000	Chagas disease with digestive system involvement
A121200	Tuberculosis of tracheobronchial lymph nodes
A3BXG00	Bacillus fragilis/cause/diseases classified/oth chapters
A380500	Vancomycin resistant enterococcal septicaemia
A3B6000	Proteus mirabilis infection
A7y0.00	Viral agent as the cause of other diseases
A795.00	Coronavirus infection
A302.00	Indeterminate leprosy (type I)
A789400	HIV disease resulting in multiple infections
A2...00	Zoonotic bacterial diseases
A16z.00	Genitourinary tuberculosis NOS
A903.00	Syphilitic interstitial keratitis
A912.00	Other primary syphilis
A531000	Herpes zoster with other CNS complications
M142.00	Juvenile dermatitis herpetiformis
A36yz00	Other specified meningococcal infection NOS
A3BX300	Streptococc,group D/cause/disease classified/oth chapters
A663000	Bunyamwera fever
A4y1.00	Enteroviral exanthematous fever
A172100	Scrofulous tuberculous abscess
A78yz00	Other specified viral and chlamydial diseases NOS
N015x00	Arthropathy with other viral disease, of multiple sites
A789X00	HIV dis reslt/oth mal neopl/lymph,hmatopoetc+reltd tissu
AC8..00	Other and unspecified helminthiases
A663D00	Zika fever
A531.00	Herpes zoster with other central nervous system complication
A53x100	Disseminated zoster
A3BXC00	E coli as cause of diseases classified to other chapters
A663100	Bwamba fever
K1A..00	Urinary calculus in schistosomiasis
AyuK100	[X]Streptococc,group B/cause/disease classified/oth chapters
Ayu3S00	[X]Staphylococcal infection, unspecified
Ayu3R00	[X]Other specified bacterial diseases
AyuK600	[X]Staphylococ aureus/cause/diseases classified/oth chapters
A5y..00	Other specified viral diseases with exanthemata
AyuA700	[X]Measles without complication
A38y.00	Other specified septicaemias
A18z.00	Miliary tuberculosis NOS
A122z00	Isolated tracheal or bronchial tuberculosis NOS
A80..00	Louse-borne epidemic typhus
A788400	Human immunodeficiency virus with neurological disease
Ayu3J00	[X]Septicaemia, unspecified
A3B6z00	Proteus infection NOS
Ayu3L00	[X]Actinomycosis, unspecified
AyuER00	[X]Mycetoma, unspecified
AyuDF00	[X]Other viral infections of unspecified site
AyuD300	[X]Mumps without complication
A9z..00	Syphilis or venereal disease NOS
H5y0100	Tracheostomy sepsis
L169300	Herpes gestationis - not delivered
A3By600	Coccal infection NEC
N307.00	Osteopathy from poliomyelitis
A3B..00	Bacterial infections - causative organisms
A20y200	Plague - pestis minor
A7y0100	Retrovirus as cause of diseases classified to other chapters
A92..00	Latent early syphilis
A384400	Serratia septicaemia
L170.00	Maternal syphilis in pregnancy/childbirth/puerperium
A3By500	Serratia infection
A57y200	Fourth disease
Ayu1300	[X]Resp TB unspcf,wout mention/bacterial or histol confrmtn
A57yz00	Other specified viral exanthemata NOS
A3A..00	Other bacterial diseases
A54x000	Visceral herpes simplex
A173200	Tuberculous interstitial keratitis
Q407500	Neonatal candida septicaemia
A55x.00	Measles with other specified complication
A17..00	Tuberculosis of other organs
L175300	Maternal rubella during pregnancy - baby not yet delivered
A72x.00	Mumps with other specified complications
A971.00	Latent syphilis unspecified
G532000	Concatos disease
AyuK.00	[X]Bacterial, viral and other infectious agents
Q40A100	Sepsis of newborn due to Escherichia coli
AA21.00	Multiple papillomata and wet crab yaws
A98y000	Gonococcal keratosis
F4Cy000	Filarial infection of conjunctiva
A251.00	Subacute and chronic melioidosis
A4zz.00	Non-arthropod-borne viral diseases of CNS NOS
A171z00	Erythema nodosum with tuberculosis NOS
A843.00	Ovale malaria
A3BX.00	Bacterial causes of diseases classified elsewhere
