#AUTOGENERATED	DONT EDIT
^ESCTES514635	Escherichia coli food poisoning
^ESCTFL308325	Flexners dysentery
^ESCTFL389358	Flexner-Strong bacillus
^ESCTFO281571	Food poisoning due to Bacillus cereus
^ESCTFO281573	Food poisoning caused by Bacillus cereus
^ESCTFO357503	Food poisoning due to bacteria
^ESCTFO363840	Food poisoning due to Clostridium perfringens
^ESCTFO363842	Food poisoning caused by Clostridium perfringens
^ESCTFO382016	Food poisoning due to Vibrio parahaemolyticus
^ESCTFO382018	Food poisoning caused by Vibrio parahaemolyticus
^ESCTFO387648	Food poisoning due to staphylococcus
^ESCTFO387654	Food poisoning caused by staphylococcus
^ESCTFU357630	Furuncle of anus
^ESCTGA514698	Gastroenteric plague
^ESCTGA697174	Gastrointestinal infection caused by Klebsiella mobilis
^ESCTGA697175	Gastrointestinal infection caused by Enterobacter aerogenes
^ESCTGA697176	Gastrointestinal infection caused by Aerobacter aerogenes
^ESCTGA762958	Gastritis caused by Helicobacter pylori
^ESCTGA762960	Gastritis caused by Helicobacter heilmannii
^ESCTGA773864	Gastrointestinal infection
^ESCTGA784022	Gastritis caused by bacterium
^ESCTGA785720	Gastric ulcer caused by Helicobacter pylori and non-steroidal anti-inflammatory agent
^ESCTGA795474	Gastrointestinal infection caused by non-tuberculous Mycobacterium
^ESCTGA795475	Gastrointestinal non-tuberculous mycobacterial infection
^ESCTGA803229	Gastric ulcer due to Helicobacter pylori
^ESCTGA803230	Gastric ulcer caused by Helicobacter pylori
^ESCTGA846597	Gastric haemorrhage due to Helicobacter pylori
^ESCTGA846598	Gastric hemorrhage due to Helicobacter pylori
^ESCTGA846599	Gastric hemorrhage caused by Helicobacter pylori
^ESCTGA846600	Gastric haemorrhage caused by Helicobacter pylori
^ESCTGO318918	Gonorrhea of rectum
^ESCTGO474373	Gonorrhoea of anus
^ESCTGO474374	Gonorrhea of anus
^ESCTGR256739	Group D shigella
^ESCTGR320234	Group A shigella
^ESCTGR389360	Group B shigella
^ESCTHE259860	Helicobacter-associated disease
^ESCTHE325383	Helicobacter-associated proctitis
^ESCTHE377076	Helicobacter-associated colitis
^ESCTHE395750	Helicobacter-associated pyloric ulcer
^ESCTHE762957	Helicobacter pylori-associated gastritis
^ESCTHE762959	Helicobacter heilmannii gastritis
^ESCTHE785721	Helicobacter pylori associated and drug-induced gastric ulcer
^ESCTHE785727	Helicobacter pylori associated anastomotic ulcer
^ESCTHE785732	Helicobacter pylori associated duodenitis
^ESCTHE785738	Helicobacter pylori associated duodenal ulcer
^ESCTHE785742	Helicobacter pylori associated and drug-induced duodenal ulcer
^ESCTIL549125	Ileocaecal actinomycosis
^ESCTIL549126	Ileocecal actinomycosis
^ESCTIN256655	Infection due to Listeria monocytogenes
^ESCTIN257607	Infection by Salmonella Typhi
^ESCTIN299110	Intestinal infection due to Proteus mirabilis
^ESCTIN299111	Intestinal infection caused by Proteus mirabilis
^ESCTIN308894	Intestinal infection due to Morganella morganii
^ESCTIN308895	Intestinal infection caused by Morganella morganii
^ESCTIN316937	Intestinal lipodystrophy
^ESCTIN316939	Intestinal Whipples disease
^ESCTIN372575	Intestinal infection due to bacteria
^ESCTIN384917	Intestinal infection due to Pseudomonas
^ESCTIN384918	Intestinal infection caused by Pseudomonas
^ESCTIN396738	Intestinal infection due to Arizona group
^ESCTIN396739	Intestinal infection caused by Arizona group
^ESCTIN420030	Intestinal infection due to E. coli
^ESCTIN420034	Intestinal infection due to Escherichia coli
^ESCTIN420035	Intestinal infection caused by E. coli
^ESCTIN420036	Intestinal infection caused by Escherichia coli
^ESCTIN440834	Infection of digestive system
^ESCTIN474087	Infection of gastrointestinal tract by Salmonella enterica subspecies arizonae
^ESCTIN514354	Intestinal gas gangrene
^ESCTIN685992	Intestinal infectious disease due to anaerobic bacteria
^ESCTIN685993	Intestinal infectious disease caused by anaerobic bacteria
^ESCTIN685994	Intestinal infectious disease due to Gram-negative bacteria
^ESCTIN685995	Intestinal infectious disease caused by Gram-negative bacteria
^ESCTIN696806	Intestinal infection due to Klebsiella mobilis
^ESCTIN696807	Intestinal infection caused by Klebsiella mobilis
^ESCTIN696808	Intestinal infection caused by Enterobacter aerogenes
^ESCTIN696809	Intestinal infection caused by Aerobacter aerogenes
^ESCTIN709493	Intestinal infection due to Escherichia coli serotype O158
^ESCTIN709494	Intestinal infection due to Escherichia coli O158
^ESCTIN709495	Intestinal infection caused by Escherichia coli O158
^ESCTIN709496	Intestinal infection caused by Escherichia coli serotype O158
^ESCTIN731943	Intestinal infection due to Campylobacter coli
^ESCTIN731944	Intestinal infection caused by Campylobacter coli
^ESCTIN732279	Intestinal infection due to Escherichia coli O157:H7
^ESCTIN732280	Intestinal infection caused by Escherichia coli O157:H7
^ESCTIN732753	Infection of anus due to Chlamydia trachomatis
^ESCTIN732754	Infection of anus caused by Chlamydia trachomatis
^ESCTIN732800	Intestinal infection due to Vibrio cholerae non-O139
^ESCTIN732801	Intestinal infection caused by Vibrio cholerae non-O139
^ESCTIN733317	Intestinal infection due to Aeromonas hydrophila
^ESCTIN733318	Intestinal infection caused by Aeromonas hydrophila
^ESCTIN733752	Intestinal infection due to Vibrio cholerae O1
^ESCTIN733753	Intestinal infection caused by Vibrio cholerae O1
^ESCTIN733862	Intestinal infection due to Campylobacter jejuni
^ESCTIN733863	Intestinal infection caused by Campylobacter jejuni
^ESCTIN733894	Infection of rectum due to Chlamydia trachomatis
^ESCTIN733895	Infection of rectum caused by Chlamydia trachomatis
^ESCTIN769265	Intestinal infection caused by Plesiomonas shigelloides
^ESCTIN773865	Infection of gastrointestinal tract
^ESCTJA308324	Japanese dysentery
^ESCTLI256657	Listerellosis
^ESCTLO326588	Localized Salmonella infection
^ESCTLU780303	Lubani Al-Saleh Teebi syndrome
^ESCTMO474091	Morganella morganii gastrointestinal tract infection
^ESCTNE500476	Neuro - Whipples disease
^ESCTNE500478	Neuro - Whipple disease
^ESCTNO761913	Non-O1 and non-O139 Vibrio cholerae infection
^ESCTPA333063	Paratyphoid C fever
^ESCTPA333064	Paratyphoid C
^ESCTPA365625	Paratyphoid B fever
^ESCTPA365626	Paratyphoid B
^ESCTPA374624	Paratyphoid A fever
^ESCTPA374625	Paratyphoid A
^ESCTPI313929	Pigbel
^ESCTPN323103	Pneumonia in typhoid fever
^ESCTPS701031	Pseudomembranous enterocolitis
^ESCTRE318920	Rectal gonorrhoea
^ESCTRE318921	Rectal gonorrhea
^ESCTSA782121	Salmonella colitis
^ESCTSE480823	Seronegative arthritis secondary to Whipples disease
^ESCTSE480826	Seronegative arthritis secondary to Whipple disease
^ESCTSE736447	Sepsis caused by Salmonella
^ESCTSE736853	Sepsis caused by Listeria monocytogenes
^ESCTSH256737	Shigella sonne
^ESCTSH256738	Shigella biogroup D
^ESCTSH308323	Shigella gastroenteritis
^ESCTSH308326	Shigella dysentery
^ESCTSH320232	Shigas bacillus
^ESCTSH320233	Shigella serogroup A
^ESCTSH320235	Shigella biogroup A
^ESCTSH389359	Shigella biogroup B
^ESCTST302409	Staphylococcal enterocolitis
^ESCTST387649	Staphylococcal toxemia specified as due to food
^ESCTST387650	Staphylococcal toxemia due to food
^ESCTST387651	Staphylococcal toxaemia due to food
^ESCTST387652	Staphylococcal toxaemia specified as due to food
^ESCTST387655	Staphylococcal toxemia caused by food
^ESCTST387656	Staphylococcal toxaemia specified as caused by food
^ESCTST387657	Staphylococcal toxaemia caused by food
^ESCTST387658	Staphylococcal toxemia specified as caused by food
^ESCTST420016	Staphylococcal gastroenteritis
^ESCTST660315	Staphylococcus aureus food poisoning
^ESCTTO670518	Toxic megacolon due to Clostridium difficile
^ESCTTO670519	Toxic megacolon caused by Clostridium difficile
^ESCTTU264094	Tuberculosis orificialis of anus
^ESCTTU274235	Tuberculosis of oesophagus
^ESCTTU274236	Tuberculosis of esophagus
^ESCTTU347660	Tuberculosis of intestines
^ESCTTU347661	Tuberculosis of intestine
^ESCTTU347662	Tuberculosis of intestinal tract
^ESCTTU508440	Tuberculous duodenitis
^ESCTTU589942	Tuberculosis of colon
^ESCTTU733892	Tuberculous ileitis
^ESCTTU733893	Tuberculosis of ileum
^ESCTTY323104	Typhoid pneumonia
^ESCTVE514637	Verotoxigenic Escherichia coli food poisoning
^ESCTVE514658	Verotoxigenic Escherichia coli gastrointestinal tract infection
^ESCTVI353526	Vibrio cholerae infection
^ESCTVI373507	Vibrio comma
^ESCTVI373508	Vibrio albensis
^ESCTWD316938	WD - Whipples disease
^ESCTWH316940	Whipple disease
^ESCTWH480824	Whipples arthralgia
^ESCT1165527	Genital tract infection due to and following pregnancy with abortive outcome
^ESCT1165528	Genital tract infection as complication of pregnancy with abortive outcome
^ESCT1165529	Pelvic infection due to and following pregnancy with abortive outcome
^ESCT1165530	Pelvic infection as complication of pregnancy with abortive outcome
^ESCT1165531	Pelvic infection due to and following ectopic pregnancy
^ESCT1165532	Pelvic infection as complication of ectopic pregnancy
^ESCT1165533	Genital tract infection due to and following ectopic pregnancy
^ESCT1165534	Genital tract infection as complication of ectopic pregnancy
^ESCT1165535	Genital tract infection due to and following molar pregnancy
^ESCT1165536	Genital tract infection as complication of molar pregnancy
^ESCT1165537	Pelvic infection due to and following molar pregnancy
^ESCT1165538	Pelvic infection as complication of molar pregnancy
^ESCT1165575	Infection of genitourinary system caused by Neisseria gonorrhoeae
^ESCT1165576	Gonococcal infection of genitourinary system
^ESCT1165740	Pyometra co-occurrent and due to acute inflammatory disease of uterus
^ESCT1165741	Acute inflammatory disease of uterus with pyometra
^ESCT1165742	Pyometra co-occurrent and due to chronic inflammatory disease of uterus
^ESCT1165743	Chronic inflammatory disease of uterus with pyometra
^ESCT1166736	Subacute vulvitis
^ESCT1167450	Vulvovaginal ulceration and inflammation
^ESCT1167451	Ulcerative inflammation of vulva and vagina
^ESCT1167455	Dermatitis of male genitalia
^ESCT1167456	Eczema of male genitalia
^ESCT1167457	Inflammation of spermatic cord
^ESCT1167458	Inflammation of tunica vaginalis
^ESCT1167459	Inflammation of vas deferens
^ESCT1168908	Recurrent vulvitis
^ESCT1170590	Candidiasis of vagina in pregnancy
^ESCT1187389	Prostatitis caused by Candida
^ESCT1187390	Candida prostatitis
^ESCT1187590	Nonspecific bacterial vaginosis
^ESCT1187816	Nonspecific cervicitis
^ESCT1192364	Chronic gonorrhea of upper genitourinary tract
^ESCT1205537	Nabothian cyst of cervix
^ESCT1205538	Naboth follicles
^ESCT1211594	Cytolytic vaginosis
^ESCT1222087	Chronic metritis
^ESCT1248540	Female pelvic inflammatory diseases NOS
^ESCT1271718	Endometritis following abortive pregnancy
^ESCT1369169	Recurrent inflammation of vulva caused by human herpes simplex virus
^ESCT1369170	Recurrent vulvitis caused by human herpes simplex virus
^ESCT1376581	Vaginitis due to and following radiotherapy
^ESCT1382378	Inflammatory disorder of skin of vulva
^ESCT1391082	Gonorrhoea of penis
^ESCT1407142	Inflammation of testis and epididymis
^ESCT1407595	Scaling of vulva
^ESCT1414366	Lichen sclerosus of vulva
^ESCT1414367	Kraurosis of vulva
^ESCT1414368	Kraurosis vulvae
^ESCT1414369	Lichen sclerosus of female external genitalia
^ESCT1419954	Childhood kraurosis of vulva
^ESCT1419955	Childhood kraurosis vulvae
^ESCTAB261791	Abscess of ovary
^ESCTAB405930	Abscess of testis
^ESCTAB660183	Abscess of fallopian tube
^ESCTAC289134	Acute vaginitis
^ESCTAC322721	Acute orchitis
^ESCTAC329684	Acute endocervicitis
^ESCTAC332570	Acute gonorrhea of upper genitourinary tract
^ESCTAC371843	Acute pyometra
^ESCTAC372854	Acute mumps oophoritis
^ESCTAC479045	Actinomycotic prostatitis
^ESCTAC510257	Acute pelvic inflammatory disease of the female pelvic organs AND/OR tissues
^ESCTAC510259	Acute PID - acute pelvic inflammatory disease
^ESCTAC510262	Acute abscess of female pelvis
^ESCTAC510264	Acute female pelvic abscess
^ESCTAC510320	Actinomycotic cervicitis
^ESCTAC667222	Acute pyococcal bartholinitis
^ESCTAC752852	Acute female pelvic cellulitis
^ESCTAC756551	Acute on chronic prostatitis
^ESCTAC756552	Acute on chronic endometritis
^ESCTAC756553	Acute on chronic cervicitis
^ESCTAC783680	Acute female pelvic inflammatory disease following procedure
^ESCTAD309221	Adenosis of fallopian tube
^ESCTAD309222	Adenosalpingitis
^ESCTAL286289	Allergic vulvitis
^ESCTAL349045	Allergic vaginitis
^ESCTAL666266	Allergic contact dermatitis of male genitalia
^ESCTAL666267	Allergic contact dermatitis of female genitalia
^ESCTAT335032	Atrophic vaginitis
^ESCTAT770431	Atrophic endometritis
^ESCTAV694259	AV - Anaerobic vaginosis
^ESCTBA803482	Bacterial vaginosis in pregnancy
^ESCTBA803483	Bacterial vaginitis in pregnancy
^ESCTBA808581	Bacterial prostatitis
^ESCTBL289719	Bladder gonorrhea - acute
^ESCTBL479047	Blastomycotic prostatitis
^ESCTBO250342	Boil of penis
^ESCTBO327682	Boil of tunica vaginalis
^ESCTBO339323	Boil of vas deferens
^ESCTBV694260	BV - Bacterial vaginosis
^ESCTCA293830	Carbuncle of penis
^ESCTCA294946	Carbuncle of tunica vaginalis
^ESCTCA305837	Carbuncle of spermatic cord
^ESCTCA316704	Carbuncle of corpus cavernosum
^ESCTCA338893	Cavernitis of penis
^ESCTCA341430	Carbuncle of vas deferens
^ESCTCA368652	Candida of vagina
^ESCTCE267469	Cellulitis of spermatic cord
^ESCTCE273947	Cellulitis of vas deferens
^ESCTCE310578	Cervicitis
^ESCTCE383051	Cellulitis of tunica vaginalis
^ESCTCE419560	Cellulitis of corpus cavernosum
^ESCTCE932284	Cervicitis in pregnancy
^ESCTCH256644	Chronic vulvitis
^ESCTCH266231	Chronic orchitis
^ESCTCH272568	Chronic vaginitis
^ESCTCH300707	Chronic abscess of parametrium
^ESCTCH305614	Chronic cervicitis with erosion
^ESCTCH329699	Chronic endocervicitis
^ESCTCH354943	Chronic abscess of female pelvis
^ESCTCH354944	Chronic pelvic abscess - female
^ESCTCH398121	Chronic abscess of pouch of Douglas
^ESCTCH412139	Chlamydia
^ESCTCH419561	Chronic endocervicitis with erosion
^ESCTCH435374	Chronic hypertrophic vulvitis
^ESCTCH475127	Chlamydial pelvic inflammatory disease
^ESCTCH479151	Chronic pelvic cellulitis
^ESCTCH509735	Chlamydial prostatitis
^ESCTCH509848	Chlamydial epididymo-orchitis
^ESCTCH510261	Chlamydial salpingitis
^ESCTCH510272	Chronic PID - Chronic pelvic inflammatory disease
^ESCTCH510273	Chronic parametritis
^ESCTCH510275	Chronic parametrial cellulitis
^ESCTCH510344	Chlamydial bartholinitis
^ESCTCH705453	Chronic prostatitis - chronic pelvic pain syndrome
^ESCTCH781998	Chemical vulvitis
^ESCTCO533485	Congenital hydrosalpinx
^ESCTCO776155	Contact dermatitis of female genitalia
^ESCTCR666439	Crohns disease of vulva
^ESCTCR666441	Crohn disease of vulva
^ESCTCR666442	Crohns disease of penis
^ESCTCR666444	Crohn disease of penis
^ESCTCR666445	Crohns disease of scrotum
^ESCTCR666447	Crohn disease of scrotum
^ESCTCY478980	Cystitis in gonorrhea
^ESCTDE372910	Decidual endometritis
^ESCTDE803402	Desquamative inflammatory vaginitis
^ESCTEL435375	Elephantiasis vulvae
^ESCTEM263778	Emphysematous vaginitis
^ESCTEN572131	Endometritis, excluding cervix
^ESCTEP479062	Epididymitis associated with another disorder
^ESCTEP479064	Epididymo-orchitis associated with another disorder
^ESCTER647557	Erosive vulvitis
^ESCTFA311334	Failed attempted termination of pregnancy with endometritis
^ESCTFA311335	Failed attempted abortion with endometritis
^ESCTFA312970	Failed attempted termination of pregnancy with salpingo-oophoritis
^ESCTFA312971	Failed attempted abortion with salpingo-oophoritis
^ESCTFA382556	Failed attempted termination of pregnancy with salpingitis
^ESCTFA382557	Failed attempted abortion with salpingitis
^ESCTFE479133	Female pelvic inflammation
^ESCTFE563886	Female pelvic cellulitis
^ESCTFE783281	Female pelvic inflammatory disease caused by Mycoplasma genitalium
^ESCTFI327912	Fibromatous periorchitis
^ESCTFO357301	Follicular salpingitis
^ESCTFO417106	Follicular cervicitis
^ESCTFO733432	Foreign body granuloma of penis
^ESCTGA693778	Gardnerella vaginitis
^ESCTGA693779	Gardnerella infection
^ESCTGA693780	Gardnerella vaginalis infection
^ESCTGE761230	Genital tract infection in puerperium
^ESCTGO478979	Gonococcal cystitis
^ESCTGO479051	Gonococcal prostatitis
^ESCTGO509742	Gonococcal urethritis
^ESCTGO509841	Gonococcal epididymitis
^ESCTGO509847	Gonococcal epididymo-orchitis
^ESCTGO510260	Gonococcal salpingitis
^ESCTGO510303	Gonococcal endometritis
^ESCTGO510318	Gonococcal cervicitis
^ESCTGO512135	Gonococcal lymphangitis of penis
^ESCTGO514970	Gonococcal Skenitis
^ESCTGO514971	Gonococcal Tysonitis
^ESCTGO514972	Gonococcal Cowperitis
^ESCTGO514973	Gonococcal Littritis
^ESCTGO590144	Gonococcal seminal vesiculitis
^ESCTGO667252	Gonococcal bartholinitis
^ESCTGR331602	Granulomatous orchitis
^ESCTGR349918	Granulomatous prostatitis
^ESCTGR375385	Granular vaginitis
^ESCTHA510363	Haematopyometra
^ESCTHE442929	Herpetic cervicitis
^ESCTHE510364	Hematopyometra
^ESCTIN265464	Inflammation of prostate
^ESCTIN296270	Inflammatory disease of the uterus
^ESCTIN299645	Inflammation of vagina
^ESCTIN310576	Inflammatory disease of the cervix
^ESCTIN325148	Inflammation of ovary and fallopian tube
^ESCTIN373689	Inflammation of ovary
^ESCTIN393251	Inflammation of fallopian tube
^ESCTIN510305	Intrauterine candidosis
^ESCTIN510325	Infective vaginitis
^ESCTIN556554	Inflammation of testis
^ESCTIN562692	Infective vulvitis
^ESCTIN574824	Inflammation of clitoris
^ESCTIN574843	Inflammation of vaginal wall
^ESCTIN601388	Infective epididymo-orchitis
^ESCTIN601391	Infective orchitis
^ESCTIN601392	Infective epididymitis
^ESCTIN635012	Inflammation of penis
^ESCTIN666902	Inflammatory dermatosis of female genitalia
^ESCTIN726530	Inflammatory disease of female genital structure
^ESCTIN749857	Induced termination of pregnancy complicated by endometritis
^ESCTIN749876	Induced termination of pregnancy complicated by parametritis
^ESCTIN749894	Induced termination of pregnancy complicated by salpingitis
^ESCTIN749896	Induced termination of pregnancy complicated by salpingo-oophoritis
^ESCTIN932283	Inflammation of cervix in pregnancy
^ESCTIR776154	Irritant contact dermatitis of female genitalia
^ESCTLI666247	Lichen simplex of vulva
^ESCTLI668168	Lichen sclerosus-associated vulval intraepithelial neoplasia
^ESCTLI785619	Lichen simplex of male genitalia
^ESCTLY417107	Lymphofollicular cervicitis
^ESCTME274380	Metritis
^ESCTME389917	Metroperitonitis
^ESCTMI262606	Miscarriage with salpingitis
^ESCTMI299660	Miscarriage with endometritis
^ESCTMI350022	Miscarriage with salpingo-oophoritis
^ESCTMI386535	Miscarriage with parametritis
^ESCTMO368651	Monilial infection of vagina
^ESCTMO479052	Monilial prostatitis
^ESCTMO622159	Mondors phlebitis of the penis
^ESCTMO622160	Mondor phlebitis of the penis
^ESCTMU361285	Mucopurulent vaginitis
^ESCTMU372853	Mumps oophoritis
^ESCTMU509846	Mumps epididymo-orchitis
^ESCTMY552511	Mycoplasmal pelvic inflammatory disease
^ESCTMY783282	Mycoplasma genitalium pelvic inflammatory disease
^ESCTNE512114	Necrotising fasciitis of scrotum and perineum
^ESCTNE512115	Necrotizing fasciitis of scrotum and perineum
^ESCTNO308713	Non-venereal sclerosing lymphangitis of penis
^ESCTNO331601	Non-specific granulomatous orchitis
^ESCTNO509736	Non-bacterial prostatitis
^ESCTNO556553	Non-specific orchitis
^ESCTNO647558	Noma vulvae
^ESCTNO694263	Nonspecific vaginitis
^ESCTNO707207	Nongonococcal cervicitis
^ESCTNS694262	NSV - Nonspecific vaginitis
^ESCTOR479060	Orchitis associated with another disorder
^ESCTPE273499	Penile cellulitis
^ESCTPE389916	Perimetritis
^ESCTPE475619	Pelvic inflammation with female sterility due to Chlamydia trachomatis
^ESCTPE475620	Pelvic inflammation with female sterility caused by Chlamydia trachomatis
^ESCTPE510274	Pelvic lymphangitis
^ESCTPE551756	Pelvic inflammatory disease due to Mycoplasma hominis
^ESCTPE551757	Pelvic inflammatory disease caused by Mycoplasma hominis
^ESCTPE666443	Penile Crohns disease
^ESCTPE668164	Penile sclerosing lipogranuloma
^ESCTPE689505	Penile sclerosing lipogranuloma due to injected substance
^ESCTPE689506	Penile sclerosing lipogranuloma caused by injected substance
^ESCTPH647561	Phlegmonous vulvitis
^ESCTPI510258	PID - Acute pelvic inflammatory disease
^ESCTPL512798	Plasma cell vulvitis
^ESCTPN263779	Pneumatosis vaginalis
^ESCTPO272956	Postirradiation vaginitis
^ESCTPO272957	Post-irradiation vaginitis
^ESCTPO751076	Postabortal pelvic inflammatory disease
^ESCTPO783681	Postprocedural acute female pelvic inflammatory disease
^ESCTPR417100	Proliferative vasitis nodosa
^ESCTPR510328	Prepubertal vaginitis
^ESCTPR781359	Prepubertal lichen sclerosus of vulva
^ESCTPR808582	Prostatitis caused by bacteria
^ESCTPS666361	Psoriasis of vulva
^ESCTPU269194	Puerperal pelvic cellulitis
^ESCTPV510327	PV - Vaginal infection
^ESCTPY293979	Pyocolpos
^ESCTPY394618	Pyometrium
^ESCTPY659317	Pyosalpingitis
^ESCTRE762889	Recurrent candidiasis of vagina
^ESCTSA325147	Salpingo-oophoritis
^ESCTSA325149	Salpingitis and oophoritis
^ESCTSA668172	Salivary vulvitis
^ESCTSA932402	Salpingitis due to ectopic pregnancy
^ESCTSA932562	Salpingo-oophoritis in pregnancy
^ESCTSC574793	Scalling of vulva
^ESCTSC622161	Sclerosing lymphangitis of penis
^ESCTSC666446	Scrotal Crohns disease
^ESCTSE335033	Senile atrophic vaginitis
^ESCTSE335035	Senile vaginitis
^ESCTSE668171	Seminal vulvitis
^ESCTSK345875	Skenes gland adenitis
^ESCTSK345877	Skene gland adenitis
^ESCTSP262607	Spontaneous abortion with salpingitis
^ESCTSP293223	Spermatocystitis
^ESCTSP299661	Spontaneous abortion with endometritis
^ESCTSP350023	Spontaneous abortion with salpingo-oophoritis
^ESCTSP386536	Spontaneous abortion with parametritis
^ESCTSP709348	Sperm granuloma
^ESCTST372829	Streptococcal cervicitis
^ESCTSU932187	Subacute vaginitis
^ESCTSY479049	Syphilitic prostatitis
^ESCTSY667227	Syphilitic chancre of penis
^ESCTSY667228	Syphilitic chancre of vulva
^ESCTTE405931	Testicular abscess
^ESCTTE749858	Termination of pregnancy complicated by endometritis
^ESCTTE749877	Termination of pregnancy complicated by parametritis
^ESCTTE749895	Termination of pregnancy complicated by salpingitis
^ESCTTE749897	Termination of pregnancy complicated by salpingo-oophoritis
^ESCTTR284928	Trichomonal cervicitis
^ESCTTR310577	Trachelitis
^ESCTTR510341	Trichomonal vulvitis
^ESCTTR559193	Trichomonal leukorrhoea vaginalis
^ESCTTR559194	Trichomonal leukorrhea vaginalis
^ESCTTR559195	Trichomonal fluor vaginalis
^ESCTTR708528	Trichomonal vaginitis in pregnancy
^ESCTTU270621	Tuberculosis of seminal vesicle
^ESCTTU325146	Tubo-ovarian inflammatory disease
^ESCTTU330213	Tuberculosis (TB) salpingitis
^ESCTTU345770	Tubo ovarian abscess
^ESCTTU352120	Tuberculosis (TB) of uterine cervix
^ESCTTU386111	Tuberculosis of epididymis
^ESCTTU386112	Tuberculous epididymitis
^ESCTTU509845	Tuberculous epididymo-orchitis
^ESCTUL707875	Ulcerative mucositis of vagina
^ESCTUL708477	Ulcerative mucositis of cervix
^ESCTUL803131	Ulcerative mucositis of vulva
^ESCTUT296271	Uterine inflammatory disease
^ESCTUT301534	Uterus - chronic gonorrhea
^ESCTUT356157	Uterus - acute gonorrhea
^ESCTUT371842	Uterine abscess
^ESCTUT510304	Uterine candidiasis
^ESCTVA368647	Vaginal candidiasis
^ESCTVA368649	Vaginal candidosis
^ESCTVA368650	Vaginal candida
^ESCTVA479171	Vaginitis associated with another disorder
^ESCTVA510326	Vaginal infection
^ESCTVA559192	Vaginal trichomoniasis
^ESCTVA693781	Vaginitis due to Gardnerella vaginalis
^ESCTVA708564	Vaginitis in pregnancy
^ESCTVE299710	Vestibulodynia
^ESCTVU256328	Vulvitis circumscripta plasmacellularis
^ESCTVU299708	Vulvar vestibulitis
^ESCTVU479173	Vulvitis associated with another disorder
^ESCTVU479181	Vulvar boil
^ESCTVU479182	Vulval boil
^ESCTVU647559	Vulval cellulitis
^ESCTVU647560	Vulvar cellulitis
^ESCTVU666238	Vulval eczema
^ESCTVU666239	Vulval dermatitis
^ESCTVU666362	Vulval psoriasis
^ESCTVU666440	Vulval Crohns disease
^ESCTVU667049	Vulval hidradenitis suppurativa
^ESCTVU668167	Vulval intraepithelial neoplasia with lichen sclerosus
^ESCTVU668308	Vulval lichen sclerosus, childhood form
^ESCTVU781997	Vulvitis caused by chemical
^ESCTXA784730	Xanthogranulomatous salpingitis
EGTON42	Chlamydial genital infection
EMISNQPU11	Purulent cervicitis
^ESCT1378985	Hepatitis caused by Toxoplasma
^ESCT1407102	Hepatic coma due to acute hepatitis B with delta agent
^ESCT1407103	Hepatic coma due to viral hepatitis C
^ESCTAC290109	Acute type A viral hepatitis
^ESCTAC290111	Acute hepatitis A
^ESCTAL372150	ALA - Amoebic liver abscess
^ESCTAL372151	ALA - Amebic liver abscess
^ESCTAM372149	Amebic liver abscess
^ESCTAV343297	AVH - Acute viral hepatitis
^ESCTBI291488	Biliary calculus with cholecystitis
^ESCTBI478772	Bile duct calculus with acute cholecystitis and obstruction
^ESCTCA347073	Calculus of gallbladder with acute cholecystitis
^ESCTCA478713	CAH - Chronic active hepatitis
^ESCTCA478715	CAH - Chronic aggressive hepatitis
^ESCTCA478770	Calculus of bile duct with acute cholecystitis
^ESCTCH291489	Cholelithiasis with cholecystitis
^ESCTCH347074	Cholelithiasis with acute cholecystitis
^ESCTCH350719	Chronic type B viral hepatitis
^ESCTCH374878	CH - Chronic hepatitis
^ESCTCH440701	Chronic type C viral hepatitis
^ESCTCH478766	Cholelithiasis AND acute cholecystitis without obstruction
^ESCTCH478768	Cholelithiasis AND acute cholecystitis with obstruction
^ESCTCH508665	Chronic viral hepatitis B with hepatitis D
^ESCTCH508734	Cholecystolithiasis
^ESCTCL343180	CLH - Chronic lobular hepatitis
^ESCTCM474278	CMV - Cytomegalovirus hepatitis
^ESCTCO478742	Coxsackie virus hepatitis
^ESCTCP317507	CPH - Chronic persistent hepatitis
^ESCTCY474276	Cytomegalovirus hepatitis
^ESCTCY474280	Cytomegalic inclusion virus hepatitis
^ESCTEB591321	EBV - Epstein-Barr virus hepatitis
^ESCTEP591320	Epstein-Barr virus hepatitis
^ESCTFI510266	Fitz-Hugh and Curtis syndrome
^ESCTFI510268	Fitz-Hugh-Curtis syndrome - gonococcal
^ESCTGA508736	Gallbladder stones
^ESCTGS508738	GS - Gallstone
^ESCTHB459617	HBsAg positive
^ESCTHE294808	Hepatic abscess
^ESCTHE315149	Hepatitis A
^ESCTHE357442	Hepatitis B
^ESCTHE357444	Hepatitis B infection
^ESCTHE474261	Hepatitis non-A non-B
^ESCTHE508657	Hepatitis due to infection
^ESCTHE508660	Hepatitis D superinfection of hepatitis B carrier
^ESCTIH315150	IH - Infectious hepatitis
^ESCTIN374552	Inflamed gallbladder
^ESCTIN591322	Infectious mononucleosis hepatitis
^ESCTLI478736	Liver abscess due to portal pyemia
^ESCTMA385183	Malarial hepatitis
^ESCTSE381364	Secondary syphilis of liver
^ESCTSH357443	SH - Serum hepatitis
^ESCTTY332123	Type C viral hepatitis
^ESCTTY357440	Type B viral hepatitis
^ESCTVH255858	VH - Viral hepatitis
^ESCTVI275471	Viral hepatitis A with hepatic coma
