readcode	Description
m53q.00	*ALPHODITH 2% ointment 50g
m53r.00	*ALPHODITH 3% ointment 50g
m53s.00	MICANOL 1% cream 50g
m53t.00	MICANOL 3% cream 50g
m54..00	DITHRANOL TRIACETATE
m541.00	*EXOLAN 1% cream 50g
m54z.00	*DITHRANOL TRIACETATE 1% cream
m55..00	*ETRETINATE
m551.00	*TIGASON 10mg capsules
m552.00	*TIGASON 25mg capsules
m55y.00	*ETRETINATE 10mg capsules
m55z.00	*ETRETINATE 25mg capsules
m56..00	ICHTHAMMOL
m561.00	ICHTHAMMOL 10% ointment
m562.00	*ZINC AND ICHTHAMMOL cream
m563.00	ZINC PASTE + ICHTHAMMOL bandage
m564.00	ICHTHOPASTE bandage
m565.00	ICTHABAND bandage
m566.00	ZINC PASTE AND ICHTHAMMOL 6%/2% 7.5cmx6m bandage
m567.00	ZINC PASTE AND ICHTHAMMOL 15%/2% 7.5cmx6m bandage
m57..00	SALICYLIC ACID [PSORIASIS]
m571.00	SALICYLIC ACID 2% ointment
m572.00	ZINC AND SALICYLIC ACID paste
m572.11	LASSAR'S PASTE
m573.00	*KERALYT 6% gel 55g
m574.00	ZINC AND SALICYLIC ACID PASTE HALF STRENGTH
m574.11	LASSAR'S PASTE HALF STRENGTH
m58..00	GAMOLENIC ACID
m581.00	GAMOLENIC ACID 40mg capsules
m582.00	*EPOGAM 40mg capsules
m582.11	*EPOGAM 40 capsules
m583.00	EPOGAM 80mg paediatric capsules
m584.00	*EFAMAST 40mg capsules
m584.11	*EFAMAST 40 capsules
m585.00	GAMOLENIC ACID 80mg paediatric capsules
m586.00	*GAMMOLIN 40mg capsules
m587.00	GAMOPHASE 40mg capsules
m588.00	LINGAM 40mg capsules
m589.00	*GAMOLENIC ACID 80mg capsules
m58A.00	*EPOGAM 80 capsules
m58B.00	*EFAMAST 80 capsules
m58C.00	GAMOLENIC ACID 80mg paediatric capsules
m58D.00	GAMOLENIC ACID 160mg/5mL oral emulsion
m58E.00	EPOGAM 160mg/5mL oral emulsion
m59..00	CALCIPOTRIOL
m591.00	CALCIPOTRIOL 50micrograms/g ointment
m592.00	DOVONEX 0.005% ointment 30g
m592.11	DOVONEX 50micrograms/g ointment 30g
m593.00	*DOVONEX 0.005% ointment 100g
m594.00	*DOVONEX 50micrograms/g cream
m595.00	CALCIPOTRIOL 50micrograms/g cream
m596.00	*DOVONEX scalp solution 60mL
m597.00	CALCIPOTRIOL 50micrograms/mL scalp solution
m598.00	DOVONEX 50micrograms/g ointment
m599.00	DOVONEX 0.005% ointment 60g
m59A.00	DOVONEX 0.005% ointment 120g
m59B.00	*DOVONEX 0.005% cream 30g
m59C.00	*DOVONEX 0.005% cream 60g
m59D.00	*DOVONEX 0.005% cream 120g
m59E.00	*DOVONEX scalp solution 120mL
m59F.00	*DOVONEX 0.005% ointment 240g
m59G.00	CALCIPOTRIOL+BETAMETHASONE 50micrograms/500micrograms/g ointment
m59H.00	*DOVOBET ointment 120g
m59I.00	DOVOBET ointment 60g
m59J.00	*XAMIOL gel 60g
m59K.00	CALCIPOTRIOL+BETAMETHASONE 50micrograms/500micrograms/g gel
m59L.00	DOVOBET gel 60g
m59M.00	DOVOBET gel 120g
m59N.00	DOVOBET ointment 30g
m59O.00	DOVOBET gel 30g
m59P.00	DOVOBET gel 60g with applicator
m5A..00	ACITRETIN
m5A1.00	NEOTIGASON 10mg capsules
m5A2.00	ACITRETIN 10mg capsules
m5A3.00	NEOTIGASON 25mg capsules
m5A4.00	ACITRETIN 25mg capsules
m5B..00	TACALCITOL
m5B1.00	TACALCITOL 4micrograms/g ointment
m5B2.00	CURATODERM 4micrograms/g ointment 30g
m5B3.00	CURATODERM 4micrograms/g ointment 60g
m5B4.00	CURATODERM 4micrograms/g ointment 100g
m5B5.00	CURATODERM 4micrograms/g lotion 30mL
m5B6.00	TACALCITOL 4micrograms/g lotion
m5C..00	TAZAROTENE
m5C1.00	TAZAROTENE 0.05% aqueous gel
m5C2.00	TAZAROTENE 0.1% aqueous gel
m5C3.00	ZORAC 0.05% aqueous gel 30g
m5C4.00	*ZORAC 0.05% aqueous gel 60g
m5C5.00	ZORAC 0.1% aqueous gel 30g
m5C6.00	*ZORAC 0.1% aqueous gel 60g
m5D..00	COAL TAR [2]
m5D1.00	*POLYTAR emollient 500mL
m5D2.00	COAL TAR 12%/SULFUR 4%/SALICYLIC ACID 2% ointment
m5D2.11	COAL TAR 12%/SULPHUR 4%/SALICYLIC ACID 2% ointment
m5D3.00	SEBCO ointment 40g
m5D4.00	SEBCO ointment 100g
m5E..00	TACROLIMUS [SKIN]
m5E1.00	TACROLIMUS MONOHYDRATE 0.03% ointment
m5E2.00	TACROLIMUS MONOHYDRATE 0.1% ointment
m5E3.00	PROTOPIC 0.03% ointment 30g
m5E4.00	PROTOPIC 0.03% ointment 60g
m5E5.00	PROTOPIC 0.1% ointment 30g
m5E6.00	PROTOPIC 0.1% ointment 60g
m5F..00	PIMECROLIMUS
m5F1.00	PIMECROLIMUS 10mg/g cream
m5F2.00	ELIDEL 1% cream 30g
m5F2.11	ELIDEL 10mg/g cream 30g
m5G..00	PINE TAR
m5G1.00	*PINE TAR 2.3% solution
m5G2.00	*PINETARSOL solution 200mL
m5G3.00	*PINETARSOL solution 500mL
m5G4.00	*PINE TAR 2.3% bath oil
m5G5.00	*PINETARSOL bath oil 200mL
m5G6.00	*PINETARSOL bath oil 500mL
m5G7.00	*PINE TAR 1.6% gel
m5G8.00	*PINETARSOL gel 100g
m5H..00	ALITRETINOIN
m5H1.00	TOCTINO 10mg capsules
m5H2.00	TOCTINO 30mg capsules
m5HY.00	ALITRETINOIN 30mg capsules
m5HZ.00	ALITRETINOIN 10mg capsules
m5z..00	DITHRANOL [GENERIC ADDITIONS]
m5z1.00	DITHRANOL 0.1% ointment BP
m5z2.00	DITHRANOL 0.2% ointment BP
m5z3.00	DITHRANOL 0.5% ointment BP
m5z4.00	DITHRANOL 1.5% ointment BP
m5z5.00	DITHRANOL 0.2% paste BP
m5z6.00	DITHRANOL 0.5% paste BP
m5z7.00	*DITHRANOL 3% ointment BP
m5z8.00	DITHRANOL 2% cream
m5z9.00	DITHRANOL 3% cream
m5zm.00	DITHRANOL 0.1% paste
m5zn.00	DITHRANOL 1% paste
m5zo.00	*DITHRANOL 0.4% ointment
m5zp.00	*DITHRANOL 1% ointment
m5zq.00	*DITHRANOL 2% ointment
m5zr.00	*DITHRANOL 0.5% waxstick
m5zs.00	*DITHRANOL 1% waxstick
m5zt.00	*DITHRANOL 2% waxstick
m5zu.00	DITHRANOL 0.25% cream
m5zv.00	DITHRANOL 0.5% cream
m5zw.00	DITHRANOL 1% cream
m5zx.00	DITHRANOL 0.1% cream
m5zy.00	DITHRANOL 0.2% cream
m5zz.00	DITHRANOL 0.4% cream
m633.00	SALICYLIC ACID + SULFUR ointment
m633.11	SALICYLIC ACID + SULPHUR ointment
m664.00	*NEO-MEDRONE lotion 50mL
m665.00	*NEO-MEDRONE lotion 75mL
m666.00	QUINODERM+HYDROCORTISONE cream 30g
m81A.00	SALICYLIC ACID+LACTIC ACID 25%/25% ointment
m81D.00	SALICYLIC ACID IN WHITE SOFT PARAFFIN 60%/40% ointment
m81z.00	SALICYLIC ACID 50% ointment
mb11.00	*ALPHOSYL shampoo 60g
mb13.00	*CALMURID solution 125mL
mb19.00	*CLINITAR 2% shampoo 60g
mb1A.00	T/GEL ACBS 2% shampoo 200mL
mb1B.00	T/GEL ACBS 2% shampoo 250mL
mb1B.11	T/GEL Therapeutic shampoo 250mL
mb1C.00	*CLINITAR 2% shampoo 100g
mb1D.00	ALPHOSYL 2-IN-1 ACBS combined shampoo and conditioner 125mL
mb1E.00	ALPHOSYL 2-IN-1 ACBS combined shampoo and conditioner 250mL
mb1L.00	COCOIS scalp ointment
mb1R.00	COCOIS scalp ointment 100g
mb1S.00	COCOIS scalp ointment 40g
mb1a.00	GELCOTAR ACBS liquid 150mL
mb1n.00	*PSORIDERM shampoo 120mL
mb1o.00	PSORIDERM shampoo 250mL
mb1t.00	T/GEL ACBS 2% shampoo 125mL
mb1t.11	T/GEL Therapeutic shampoo 125mL
mb1w.00	ALPHOSYL ACBS shampoo 125mL
mb1x.00	GELCOTAR ACBS liquid 350mL
mb1y.00	ALPHOSYL ACBS shampoo 250mL
mb58.00	T/GEL shampoo for dry hair 125mL
mb59.00	T/GEL shampoo for dry hair 250mL
me46.00	*LOTRIDERM cream 15g
me4D.00	LOTRIDERM cream 30g
me4x.00	BETAMETHASONE+CLOTRIMAZOLE 0.05%/1% cream
me5d.00	*PEVARYL TC 1% cream 15g
p1EG.00	SILDERM SCAR GEL 15g
p1EH.00	SILDERM SCAR GEL 6g
p1EI.00	SILDERM SCAR spray 30mL
p1EJ.00	SILDERM SCAR spray 60mL
p581.00	*CORTACREAM 7.5cmX2m bandage
p5f3.00	ZINC-PASTE & COAL TAR 7.5cmX6m bandage
p5f4.00	ZINC & ICHTHAMMOL BP 7.5cmX6m bandage
