ctv3id	Description
m5C4.	Zorac 0.05% aqueous gel 60g
m5C5.	Zorac 0.1% aqueous gel 30g
m5C6.	Zorac 0.1% aqueous gel 60g
m5D..	Coal Tar [2]
m5D1.	Polytar emollient 500mL
m5D2.	Coal tar 12%/sulphur 4%/salicylic acid 2% ointment
m5D3.	Sebco ointment 40g
m5D4.	Sebco ointment 100g
m5E..	Tacrolimus [skin]
m5E1.	Tacrolimus monohydrate 0.03% ointment
m5E2.	Tacrolimus monohydrate 0.1% ointment
m5E3.	Protopic 0.03% ointment 30g
m5E4.	Protopic 0.03% ointment 60g
m5E5.	Protopic 0.1% ointment 30g
m5E6.	Protopic 0.1% ointment 60g
m5F..	Pimecrolimus
m5F1.	Pimecrolimus 10mg/g cream
m5F2.	Elidel 1% cream 30g
m5G..	PINE TAR
m5G1.	PINE TAR 2.3% solution
m5G2.	PINETARSOL solution 200mL
m5G3.	PINETARSOL solution 500mL
m5G4.	PINE TAR 2.3% bath oil
m5G5.	PINETARSOL bath oil 200mL
m5G6.	PINETARSOL bath oil 500mL
m5G7.	PINE TAR 1.6% gel
m5G8.	PINETARSOL gel 100g
m5H..	ALITRETINOIN
m5H1.	TOCTINO 10mg capsules
m5H2.	TOCTINO 30mg capsules
m5HY.	ALITRETINOIN 30mg capsules
m5HZ.	ALITRETINOIN 10mg capsules
m5z..	Dithranol [generic additions]
m5z1.	Dithranol 0.1% ointment BP
m5z2.	Dithranol 0.2% ointment BP
m5z3.	Dithranol 0.5% ointment BP
m5z4.	Dithranol 1.5% ointment BP
m5z5.	Dithranol 0.2% paste BP
m5z6.	Dithranol 0.5% paste BP
m5z7.	Dithranol 3% ointment BP
m5z8.	Dithranol 2% cream
m5z9.	Dithranol 3% cream
m5zm.	Dithranol 0.1% paste BP
m5zn.	Dithranol 1% paste BP
m5zo.	Dithranol 0.4% ointment BP
m5zp.	Dithranol 1% ointment BP
m5zq.	Dithranol 2% ointment BP
m5zr.	Dithranol 0.5% waxstick
m5zs.	Dithranol 1% waxstick
m5zt.	Dithranol 2% waxstick
m5zu.	Dithranol 0.25% cream
m5zv.	Dithranol 0.5% cream
m5zw.	Dithranol 1% cream
m5zx.	Dithranol 0.1% cream
m5zy.	Dithranol 0.2% cream
m5zz.	Dithranol 0.4% cream
m633.	Sulphur+salicylic acid ointment BPC
m664.	Neo-Medrone lotion 50mL
m665.	Neo-Medrone lotion 75mL
m666.	Quinoderm+hydrocortisone cream 30g
m81A.	Salicylic acid+lactic acid 25%/25% ointment
m81D.	Salicylic acid in white soft paraffin 60%/40% ointment
m81z.	Salicylic acid 50% ointment
m853.	Podophyllin+salicylic acid 20/25% ointment
mb11.	Alphosyl shampoo 60g
mb13.	Calmurid solution 125mL
mb19.	Clinitar 2% shampoo 60g
mb1A.	T/Gel 2% shampoo 200mL
mb1B.	T/Gel 2% shampoo 250mL
mb1C.	Clinitar 2% shampoo 100g
mb1D.	Alphosyl 2-in-1 combined shampoo and conditioner 125mL
mb1E.	Alphosyl 2-in-1 combined shampoo and conditioner 250mL
mb1L.	Cocois scalp ointment
mb1Q.	Coal tar extract 2% shampoo
mb1R.	Cocois scalp ointment 100g
mb1S.	Cocois scalp ointment 40g
mb1V.	Coal tar+lecithin 2.5/0.3% shampoo
mb1W.	Alcoholic coal tar extract 5% shampoo
mb1Z.	Coal tar 4.3% shampoo
mb1a.	Gelcotar liquid 150mL
mb1n.	Psoriderm shampoo 120mL
mb1o.	Psoriderm shampoo 250mL
mb1t.	T/Gel 2% shampoo 125mL
mb1w.	Alphosyl shampoo 125mL
mb1x.	Gelcotar liquid 350mL
mb1y.	Alphosyl shampoo 250mL
mb58.	T/GEL shampoo for dry hair 125mL
mb59.	T/GEL shampoo for dry hair 250mL
me46.	Lotriderm cream 15g
me4D.	Lotriderm cream 30g
me4x.	Betamethasone+clotrimazole 0.05%/1% cream
me5C.	Triamcinolone+econazole nitrate 0.1%/1.0% cream
me5d.	Pevaryl TC 1% cream 15g
p1EG.	SILDERM SCAR GEL 15g
p1EH.	SILDERM SCAR GEL 6g
p1EI.	SILDERM SCAR spray 30mL
p1EJ.	SILDERM SCAR spray 60mL
p581.	Cortacream 7.5cmx2m bandage
p5f3.	Zinc paste+coal tar bandage
p5f4.	Zinc paste+ichthammol bandage
x000D	Alphosyl 2 in 1 shampoo
x0026	Clobetasol propionate+neomycin sulphate+Nystatin
x00D0	Hydromol emollient bath additive
x00D3	Polytar emollient bath additive
x00D8	Psoriderm bath emulsion
x00DD	Balneum with Tar bath oil
x00FJ	Adcortyl 0.1% cream
x00FK	Adcortyl+Graneodin cream
x00FN	Alphaderm cream
x00FO	Alphosyl cream
x00FP	Alphosyl HC cream
x00FW	Aureocort cream
x00Fa	Betnovate cream
x00Fb	Betnovate C cream
x00Fc	Betnovate N cream
x00Fd	Betnovate RD cream
x00Fh	Budesonide 0.025% cream
x00Fj	Calmurid cream
x00Fk	Calmurid HC cream
x00Fm	Canesten HC cream
x00Fn	Carbo-Cort cream
x00Fo	Carbo-Dome cream
x00Ft	Clinitar cream
x00Fu	Clobetasol propionate 0.05% cream
x00Fv	Cobadex 0.5% cream
x00Fw	Cobadex 1% cream
x00G0	Daktacort cream
x00G3	Dermovate cream
x00G4	Dermovate-NN cream
x00G6	Dioderm cream
x00G8	Diprosone cream
x00G9	Dithrocream 0.1% cream
x00GA	Dithrocream 0.25% cream
x00GB	Dithrocream 2% cream
x00GC	Dithrocream Forte 0.5% cream
x00GD	Dithrocream HP 1% cream
x00GI	Econacort cream
x00GM	Efcortelan 0.5% cream
x00GN	Efcortelan 1% cream
x00GO	Efcortelan 2.5% cream
x00GS	Eumovate cream
x00GU	Eurax-Hydrocortisone cream
x00GW	Exolan cream
x00GY	Fucibet cream
x00Ga	Fucidin H cream
x00Gc	Gentisone HC cream
x00Gl	Hydrocortisone 0.5% cream
x00Gm	Hydrocortisone 1% cream
x00Go	Hydrocortistab 1% cream
x00Gp	Hydrocortisyl 1% cream
x00Gq	Hydromol cream
x00Gs	Ledercort 0.1% cream
x00Gw	Locoid 0.1% cream
x00Gx	Locoid C 0.1% cream
x00Gy	Lotriderm cream
x00H1	Methylprednisolone acetate+neomycin sulphate 0.25/0.5% cream
x00H2	Mildison Lipocream 1% cream
x00H6	Neo-Medrone 0.25% cream
x00H8	Nystadermal cream
x00H9	Nystaform-HC 0.5% cream
x00HC	Pevaryl TC cream
x00HE	Pragmatar cream
x00HF	Preferid cream
x00HH	Propaderm cream
x00HI	Psoradrate 0.1% cream
x00HJ	Psoradrate 0.2% cream
x00HK	Psoriderm cream
x00HL	Quinocort cream
x00HO	Quinoderm+hydrocortisone cream
x00Hb	Tarcortin cream
x00Hd	Terra-Cortril Nystatin cream
x00He	Timodine cream
x00Hj	Tri-adcortyl cream
x00Hl	Trimovate cream
x00Hu	Vioform Hydrocortisone cream
x00MG	Epifoam foam
x00Mo	Fucidin H gel
x00Mp	Gelcosal gel
x00Mq	Gelcotar gel
x00N7	Psorigel 7.5% gel
x00T7	Alphosyl lotion
x00TA	Betnovate lotion
x00TG	Diprosone lotion
x00Tx	Locoid 0.1% lipocream
x00V6	Gelcotar liquid
x00WO	Adcortyl 0.1% ointment
x00WP	Alphodith 0.4% ointment
x00WQ	Alphodith 1% ointment
x00WR	Alphodith 2% ointment
x00WS	Alphodith 3% ointment
x00WU	Anthranol 0.4% ointment
x00WV	Anthranol 1% ointment
x00WW	Anthranol 2% ointment
x00WY	Aureocort ointment
x00Wb	Betnovate ointment
x00Wc	Betnovate C ointment
x00Wd	Betnovate N ointment
x00We	Betnovate RD ointment
x00Wf	Budesonide 0.025% ointment
x00Wj	Clobetasol propionate 0.05% ointment
x00Wl	Daktacort ointment
x00Wm	Dermovate ointment
x00Wn	Dermovate-NN ointment
x00Wp	Diprosalic ointment
x00Wq	Diprosone ointment
x00Wr	Dithrolan ointment
x00Wu	Efcortelan 0.5% ointment
x00Wv	Efcortelan 1% ointment
x00Ww	Efcortelan 2.5% ointment
x00Wx	Eumovate ointment
x00X0	Fucidin H ointment
x00X2	Gregoderm ointment
x00X5	Hydrocortisone 1% ointment
x00X7	Hydrocortistab 1% ointment
x00X8	Hydrocortisyl 1% ointment
x00XB	Locoid 0.1% ointment
x00XC	Locoid C 0.1% ointment
x00XI	Nystaform-HC 1% ointment
x00XK	Preferid ointment
x00XN	Propaderm ointment
x00XO	Psorin ointment
x00XQ	Terra-Cortril ointment
x00XS	Tri-adcortyl ointment
x00XT	Tri-Cicatrin ointment
x00XX	Vioform Hydrocortisone ointment
x00bo	Betnovate scalp application
x00bp	Clobetasol propionate 0.05% scalp application
x00bq	Dermovate scalp application
x00br	Diprosalic scalp application
x00bs	Locoid 0.1% scalp lotion
x00by	Baltar shampoo
x00c3	Clinitar shampoo
x00c9	Psoriderm shampoo
x00cC	T/Gel shampoo
x00cx	Terra-Cortril spray
x00dH	Calmurid solution
x00yI	Topical hydrocortisone
x00z8	Topical budesonide
x01F7	Sential E cream
x01Fd	Parfenac 5% cream
x01Fe	Meditar 5% waxstick
x01Ff	Clinitar 2.5% gel
x01Fg	Coal tar scalp preparations
x01Fi	Coal tar bath preparations
x01Fj	Dithranol cream
x01Fl	Psoradrate 0.4% cream
x01Fm	Keralyt 6% gel
x01MN	Alclometasone
x01MO	Modrasone 0.05% cream
x01MP	Modrasone 0.05% ointment
x01MT	Propaderm A cream
x01MU	Propaderm A ointment
x01MZ	Clobetasol
x01Mb	Trimovate ointment
x01Md	Stiedex 0.25% lotion
x01Me	Stiedex LPN oily cream
x01Mf	Stiedex LP 0.05% oily cream
x01Mg	Stiedex 0.25% oily cream
x01Ml	Diflucortolone
x01Mm	Nerisone 0.1% cream
x01Mn	Nerisone 0.1% ointment
x01Mo	Nerisone Forte 0.3% ointment
x01Mp	Nerisone 0.1% oily cream
x01Mq	Nerisone Forte 0.3% oily cream
x01Ms	Topilar 0.025% cream
x01Mt	Topilar 0.025% ointment
x01Mw	Synalar N 0.025% ointment
x01Mx	Synalar N 0.025% cream
x01My	Synalar C 0.025% ointment
x01Mz	Synalar C 0.025% cream
x01N1	Synalar 1:4 ointment
x01N2	Synalar 1:4 cream
x01N3	Synalar 0.025% cream
x01N4	Synalar 0.025% ointment
x01N5	Synalar 0.025% gel
x01N6	Metosyn 0.05% cream
x01N7	Metosyn 0.05% ointment
x01N8	Metosyn 0.05% scalp application
x01N9	Ultradil Plain cream
x01NA	Ultradil cream
x01NB	Ultradil Plain ointment
x01NC	Ultradil ointment
x01ND	Ultralanum Plain cream
x01NE	Ultralanum cream
x01NF	Ultralanum Plain ointment
x01NG	Ultralanum ointment
x01NH	Haelan 0.0125% cream
x01NI	Haelan 0.0125% ointment
x01NJ	Haelan X 0.05% ointment
x01NK	Haelan X 0.05% cream
x01NL	Haelan C 0.0125% ointment
x01NM	Haelan C 0.0125% cream
x01NR	Efcortelan 1% lotion
x01NU	Topical compound hydrocortisone preparation
x01NV	Framycort ointment
x01NW	Eczederm+hydrocortisone cream
x01NX	Barquinol-HC cream
x01NY	Gentisone HC ointment
x01Nd	Neo-Medrone lotion
x01Nf	Mometasone
x01Nh	Elocon ointment
x01Nj	Elocon scalp lotion
x01Nl	Elocon cream
x0272	Tri-adcortyl Otic ear ointment
x027S	Hydrocortisone 0.5% ointment
x029T	Synalar 1:10 cream
x029U	Ledercort 0.1% ointment
x02Ap	Antraderm 1% waxstick
x02Aq	Antraderm Forte 2% waxstick
x02Dj	Dovonex scalp solution
x02KK	Haelan 7.5cmx50cm tape
x02KL	Haelan 7.5cmx200cm tape
x02SM	Curatoderm 4micrograms/g ointment
x02Sp	Adcortyl
x02VW	Betacap
x02Vf	Betnovate
x02YM	Cutivate
x02ZD	Dermacort
x02az	Efamast
x02bX	Epogam
x02dl	Gammolin
x02dm	Gamophase
x02f8	Hydrocal
x02f9	Hydrocortistab
x02hD	Ledercort
x02kj	Neotigason
x02oj	Psorin
x03ca	Locoid Crelo
x03cb	Locoid
x03e4	Bettamousse
x03eA	Bettamousse 0.12% foam
x03i6	Micanol 1% cream
x03i7	Micanol 3% cream
x03i9	Micanol
x03ie	Halciderm Topical 0.1% cream
x03iq	Alphosyl shampoo
x03ky	Canesten Hydrocortisone cream
x03m3	Eurax HC cream
x03oN	Zorac 0.05% aqueous gel
x03oO	Zorac 0.1% aqueous gel
x03oP	Zorac
x03rV	Epogam 40
x03rW	Epogam 80
x03s2	Quinocort
x03sP	Dovonex
x03so	Modrasone
x03tO	Tri-adcortyl
x03tP	Tri-adcortyl Otic
x03tQ	Trimovate
x03us	Pixol bath and shower
x03uz	Polytar emollient
x03vP	LinGam
x03vX	Locoid C
x03wR	Clinitar
x03wW	Pragmatar
x03wa	Preferid
x03wl	Propaderm
x03wr	Psoriderm
x03ws	Psorigel
x03wt	Psorin scalp
x03x2	Econacort
x03x5	Efcortelan
x03xG	Elocon
x03xY	Dioderm
x03xd	Diprosalic
x03xe	Diprosone
x03xj	Dithrocream
x03xk	Dithrocream Forte
x03xl	Dithrocream HP
x03yK	Tarcortin
x03yW	Terra-Cortril
x03yX	Terra-Cortril nystatin
x03yb	Timodine
x03yg	Ultralanum Plain
x03z8	Cobadex
x03zZ	Curatoderm
x03zz	Fucibet
x0400	Fucidin H
x040K	Vipsogal
x040k	Calmurid
x040l	Calmurid HC
x0414	Carbo-Dome
x041P	Eumovate
x041i	Mildison Lipocream
x042J	Baltar
x042f	Betnovate C
x042g	Betnovate N
x042h	Betnovate RD
x0436	Gelcosal
x0437	Gelcotar
x043A	Gentisone HC
x043P	Gregoderm
x0448	Metosyn
x045l	Nerisone
x045m	Nerisone Forte
x046K	Nystadermal
x046M	Nystaform-HC
x0477	Aureocort
x047b	Adcortyl Intra-articular/Intradermal
x047c	Adcortyl in Orabase
x047d	Adcortyl+Graneodin
x047y	Alphaderm
x047z	Alphosyl
x0480	Alphosyl 2 in 1
x0481	Alphosyl HC
x048Z	Stiedex
x048a	Stiedex LP
x048o	Synalar
x048p	Synalar 1:4
x048q	Synalar C
x048r	Synalar N
x048v	Haelan
x048w	Halciderm Topical
x049f	Hydrocortisyl
x049h	Hydromol
x049i	Hydromol emollient
x049j	Dayleve
x04AG	Daktacort
x04Ad	Dermovate
x04Ae	Dermovate-NN
x04pc	Dayleve 0.1% cream
x04rl	Efamast 40
x04rm	Efamast 80
x04rs	Exorex lotion
x04rt	Exorex
x05K3	Acitretin - chemical
x05KF	Alclometasone dipropionate - chemical
x05YY	Daktacort HC cream
x05YZ	Daktacort HC
x05co	Protopic
x05cp	Protopic 0.03% ointment
x05cq	Protopic 0.1% ointment
x05cu	Dovobet
x05cv	Betamethasone+calcipotriol
x05cz	Dovobet ointment
x05hy	Elidel 1% cream
x05iD	Elidel
x05kq	Respiratory mometasone
x05ks	Topical mometasone
x05m0	Sebco
x05m1	Sebco ointment
x05md	Zenoxone
x05oW	Hydromol ointment
x05r8	Exe-Cort Hydrocortisone 1% cream
x060R	Clobetasol propionate 500micrograms/g foam
x060S	Clarelux 500micrograms/g foam
x060T	Clarelux
