prodcode	CodingSystem	productname	gemscriptcode
29329	prodcode	Betamethasone 0.10% Ointment (Futuna Ltd)	61723020
29385	prodcode	Clioquinol 3% with Fluocinolone 0.025% ointment	61422020
29439	prodcode	Budesonide 0.025% ointment	69788020
29702	prodcode	DITHRANOL / SALICYLIC ACID / EMULSIFYING 16 % OIN	3786007
29969	prodcode	DITHRANOL / SALICYLIC ACID / EMULSIFYING	!1969911
30517	prodcode	DITHRANOL / SALICYLIC ACID / EMULSIFYING 10 % OIN	2671007
30604	prodcode	Hydrocortisone with nystatin and oxytetracycline Cream	63470020
31806	prodcode	Jungle formula bite and sting relief 1% Cream (Chefaro UK Ltd)	84232020
32022	prodcode	Vipsogal Ointment (Harley Street Supplies Ltd)	76189020
32096	prodcode	Hydrocortisone 1% ointment (Actavis UK Ltd)	51389020
32098	prodcode	Hydrocortisone 1% ointment (Teva UK Ltd)	56752020
32377	prodcode	Lexon hydrocortisone 1% Cream (Lexon (UK) Ltd)	78146020
32667	prodcode	DITHRANOL 16 % OIN	3793007
32877	prodcode	Hydrocortisone 2.5% ointment (Teva UK Ltd)	54469020
32935	prodcode	DITHRANOL POMADE /POLAWAX /SAL.ACID/SILI .25 % PAS	2678007
33081	prodcode	Hydrocortisone 2.5% ointment (A A H Pharmaceuticals Ltd)	66018020
33649	prodcode	Hydrocortisone 1% Cream (Teva UK Ltd)	48945020
33655	prodcode	Hydrocortisone 0.5% ointment (Actavis UK Ltd)	51386020
33999	prodcode	Salicylic acid 10% in aqueous cream	88478020
34111	prodcode	Hydrocortisone 0.1% emulsion	63412020
34117	prodcode	Temetex Ointment (Roche Products Ltd)	51844020
34145	prodcode	Alphosyl Shampoo (Stafford-Miller Ltd)	65416020
34161	prodcode	Fluocinolone acetonide 0.02% Cream	69817020
34179	prodcode	Coal tar 3% with acid sal 1% with Tween 20 1% in ung emulsifying ointment	76675020
34279	prodcode	Betamethasone valerate 0.1% cream (A A H Pharmaceuticals Ltd)	62379020
34291	prodcode	Hydrocortisone 1% cream (A A H Pharmaceuticals Ltd)	52868020
34317	prodcode	Hydrocortisone 1% cream (Actavis UK Ltd)	51385020
34326	prodcode	Hydrocortisone 0.50% Ointment (Teva UK Ltd)	54467020
34454	prodcode	Hydrocortisone 0.50% Cream (Teva UK Ltd)	48944020
34459	prodcode	Hydrocortisone 1% ointment (A A H Pharmaceuticals Ltd)	52850020
34627	prodcode	Hydrocortisone 1% cream (Vantage)	56118020
34682	prodcode	Salicylic acid 2% ointment (Thornton & Ross Ltd)	50550020
34767	prodcode	Hydrocortisone 2.5% cream (Teva UK Ltd)	48946020
34846	prodcode	Hydrocortisone 0.5% ointment (A A H Pharmaceuticals Ltd)	52869020
34896	prodcode	Hydrocortisone 0.5% cream (A A H Pharmaceuticals Ltd)	52867020
34900	prodcode	Hydrocortisone 1% Cream (Celltech Pharma Europe Ltd)	49796020
34906	prodcode	Hydrocortisone 1% Ointment (Celltech Pharma Europe Ltd)	49797020
34929	prodcode	Methotrexate 10mg tablets (Pfizer Ltd)	60982020
35617	prodcode	Salicylic acid 2% in aqueous cream	93005020
36014	prodcode	Etrivex 500micrograms/g shampoo (Galderma (UK) Ltd)	93706020
36226	prodcode	Clobetasol 500micrograms/g shampoo	93704020
36511	prodcode	Alphosyl 250ml Shampoo (Stafford-Miller Ltd)	65419020
36530	prodcode	Ultralanum Ointment (Schering Health Care Ltd)	52085020
36867	prodcode	Betamethasone valerate 0.1% ointment in white soft paraffin ointment 10%	88554020
37292	prodcode	Dithranol in pma 0.50% Paste (Huddersfield Royal Infirmary)	64905020
37309	prodcode	Salicylic acid 2% ointment (A A H Pharmaceuticals Ltd)	51806020
37465	prodcode	Tacalcitol 4micrograms/g lotion	94301020
37484	prodcode	Curatoderm 4micrograms/g lotion (Almirall Ltd)	94303020
37789	prodcode	Miconazole with hydrocortisone 2% with 1% Cream	79527020
37921	prodcode	Fucibet Lipid cream (LEO Pharma)	94715020
38049	prodcode	Coal tar 12% with acid sal 4% with Tween 20 2% in ung emulsifying ointment	81159020
38055	prodcode	Coal tar 12% with acid sal 2% with Tween 20 1% in ung emulsifying ointment	81562020
38057	prodcode	Dithranol 3% ointment	56088020
38087	prodcode	Coal tar and salicylic acid Ointment (Thornton & Ross Ltd)	49407020
38114	prodcode	Dithranol in pma (huddersfield royal infirmary) 0.4% paste	81513020
38957	prodcode	Xamiol gel (LEO Pharma)	95976020
38959	prodcode	Calcipotriol 0.005% / Betamethasone dipropionate 0.05% gel	95974020
39523	prodcode	Neotigason 10mg capsules (Teva UK Ltd)	96397020
39737	prodcode	Hydrocortisone 0.50% Ointment (C P Pharmaceuticals Ltd)	53922020
39793	prodcode	Neotigason 25mg capsules (Teva UK Ltd)	96395020
39794	prodcode	Alitretinoin 10mg capsules	95623020
39818	prodcode	Hydrocortisone 0.5% cream (Actavis UK Ltd)	51384020
40071	prodcode	Alphosyl 100g Cream (Stafford-Miller Ltd)	66322020
40077	prodcode	Exe-Cort Hydrocortisone 1% cream (Nucare Plc)	87345020
40387	prodcode	Coal tar 5% Ointment (Royal Free Hospital)	64609020
40393	prodcode	Coal tar solution in Betnovate RD (HRI) ointment 5%	76224020
40402	prodcode	Hydrocortisone 2.5% cream (A A H Pharmaceuticals Ltd)	66013020
40583	prodcode	Dermovate-NN cream (Chemidex Pharma Ltd)	97191020
40698	prodcode	Dermovate-NN ointment (Chemidex Pharma Ltd)	97193020
40821	prodcode	Salicylic acid 1% in aqueous cream	97296020
40858	prodcode	Betesil 2.25mg medicated plasters (Genus Pharmaceuticals Ltd)	97361020
40973	prodcode	Betamethasone valerate 2.25mg medicated plasters	97359020
41054	prodcode	Alitretinoin 30mg capsules	95667020
41379	prodcode	Synalar 0.025% ointment (Reig Jofre UK Ltd)	97664020
41380	prodcode	Synalar 0.025% cream (Reig Jofre UK Ltd)	97662020
41386	prodcode	Betamethasone 0.1% ointment in emollient cream 50:50	88534020
41388	prodcode	Clobetasol propionate 25% ointment with coal tar solution 5% in white soft paraffin	88843020
41399	prodcode	Propylene glycol & other ingredients cream	82724020
41406	prodcode	Hydrocortisone 2.50% Cream (Martindale Pharmaceuticals Ltd)	52872020
41452	prodcode	Synalar N ointment (Reig Jofre UK Ltd)	97668020
41767	prodcode	Metosyn FAPG 0.05% cream (Reig Jofre UK Ltd)	97654020
41886	prodcode	Metosyn 0.05% ointment (Reig Jofre UK Ltd)	97652020
41984	prodcode	Coal tar paint	56096020
42085	prodcode	Betamethasone valerate 0.1% ointment (A A H Pharmaceuticals Ltd)	62380020
42096	prodcode	Synalar N cream (Reig Jofre UK Ltd)	97666020
42501	prodcode	Hydrocortisone with fusidic acid Ointment	63449020
42505	prodcode	Betamethasone valerate with clotrimazole cream	68490020
42621	prodcode	Toctino 30mg capsules (Stiefel Laboratories (UK) Ltd)	95671020
43058	prodcode	Alphosyl 250ml Lotion (Stafford-Miller Ltd)	50631020
43174	prodcode	Fumaderm 215mg gastro-resistant tablets (Imported (Germany))	98438020
43506	prodcode	Hydrocortisone 1% cream (Pinewood Healthcare)	61533020
43526	prodcode	Hydrocortisone 0.5% eye ointment (Martindale Pharmaceuticals Ltd)	52884020
43688	prodcode	Fumaderm Initial 105mg gastro-resistant tablets (Imported (Germany))	98436020
43702	prodcode	Toctino 10mg capsules (Stiefel Laboratories (UK) Ltd)	95669020
43946	prodcode	Dovobet gel (LEO Pharma)	98877020
44886	prodcode	Dithranol in pma (huddersfield royal infirmary) 0.5% paste	81584020
45725	prodcode	Hydromol HC Intensive cream (Alliance Pharmaceuticals Ltd)	99545020
46091	prodcode	Hydrocortisone 2.5% ointment (Essential Generics Ltd)	76212020
46738	prodcode	Pigmanorm Cream (Louis Widmer)	265021
46855	prodcode	Tretinoin with hydrocortisone and hydroquinone 0.1% + 1% + 5% cream	88506020
47359	prodcode	Clioquinol with Fludroxycortide cream	61425020
47728	prodcode	Clobetasol propionate with neomycin with nystatin 0.05% with 0.5% with 100000 unit/g ointment (Essential Generics Ltd)	78079020
47801	prodcode	Hydrocortisone Bite and Sting Relief 1% cream (Galpharm International Ltd)	96951020
47809	prodcode	Hydrocortisone 1% Ointment (Thornton & Ross Ltd)	51393020
47811	prodcode	Synalar Forte Cream (Ici Pharmaceuticals)	58356020
47845	prodcode	Hydrocortisone 1% cream (Teva UK Ltd)	56748020
48092	prodcode	Hydrocortisone 1% cream (Essential Generics Ltd)	76200020
48615	prodcode	Betnovate 0.1% scalp application (Mawdsley-Brooks & Company Ltd)	9024020
48830	prodcode	"Clobetasol 500microgram / Neomycin 5mg / Nystatin 100,000units/g cream (Alliance Healthcare (Distribution) Ltd)"	12112020
48849	prodcode	Dermovate 0.05% ointment (Waymade Healthcare Plc)	41425020
48893	prodcode	Dermovate 0.05% cream (Waymade Healthcare Plc)	9437020
49125	prodcode	Elocon 0.1% ointment (DE Pharmaceuticals)	9076020
49193	prodcode	Canesten HC cream (DE Pharmaceuticals)	9012020
49208	prodcode	Betnovate 0.1% ointment (Mawdsley-Brooks & Company Ltd)	10178020
49304	prodcode	Dermovate 0.05% cream (Mawdsley-Brooks & Company Ltd)	9442020
49373	prodcode	Salicylic acid 5% ointment	35819020
49409	prodcode	Beclometasone 0.0025% in White soft paraffin	40235020
49462	prodcode	"Clobetasol 500microgram / Neomycin 5mg / Nystatin 100,000units/g ointment (Alliance Healthcare (Distribution) Ltd)"	12121020
49478	prodcode	Betnovate 0.1% cream (Mawdsley-Brooks & Company Ltd)	9698020
49522	prodcode	Betnovate 0.1% scalp application (Waymade Healthcare Plc)	9019020
49687	prodcode	"Clobetasol 500microgram / Neomycin 5mg / Nystatin 100,000units/g cream (Essential Generics Ltd)"	12111020
49741	prodcode	Cocois ointment (DE Pharmaceuticals)	11533020
49780	prodcode	Dermovate 0.05% scalp application (Sigma Pharmaceuticals Plc)	11234020
49852	prodcode	Diprosalic 0.05%/3% ointment (Sigma Pharmaceuticals Plc)	9029020
49936	prodcode	Betnovate 0.1% scalp application (DE Pharmaceuticals)	9021020
50183	prodcode	Elocon 0.1% ointment (Lexon (UK) Ltd)	9079020
50439	prodcode	Salicylic acid 2% in Aqueous cream	36104020
50485	prodcode	Eumovate 0.05% cream (Sigma Pharmaceuticals Plc)	9047020
50488	prodcode	Betnovate 0.1% scalp application (Sigma Pharmaceuticals Plc)	9022020
50610	prodcode	Dermovate 0.05% cream (Necessity Supplies Ltd)	9444020
50623	prodcode	Dermovate 0.05% cream (Sigma Pharmaceuticals Plc)	9440020
50737	prodcode	Cocois ointment (Mawdsley-Brooks & Company Ltd)	11532020
50759	prodcode	Daktacort 2%/1% cream (Sigma Pharmaceuticals Plc)	9009020
50819	prodcode	"Clobetasol 500microgram / Neomycin 5mg / Nystatin 100,000units/g cream"	12110020
50941	prodcode	Terra-Cortril ointment (Intrapharm Laboratories Ltd)	44430020
50969	prodcode	"Clobetasol 500microgram / Neomycin 5mg / Nystatin 100,000units/g ointment (Essential Generics Ltd)"	12120020
51249	prodcode	Elocon 0.1% ointment (Mawdsley-Brooks & Company Ltd)	9080020
51338	prodcode	Salicylic acid 10% in White soft paraffin	36098020
51371	prodcode	Locoid 0.1% scalp lotion (Mawdsley-Brooks & Company Ltd)	9060020
51506	prodcode	Salicylic acid 10% ointment	36410020
51508	prodcode	Salicylic acid 5% cream	36130020
51723	prodcode	Salicylic acid 10% in Aqueous cream	36092020
51724	prodcode	Salicylic acid 5% in Yellow soft paraffin	41224020
51816	prodcode	Dovobet ointment (Sigma Pharmaceuticals Plc)	12395020
51862	prodcode	Dermovate 0.05% scalp application (Lexon (UK) Ltd)	11235020
52027	prodcode	Diprosalic 0.05%/3% ointment (DE Pharmaceuticals)	9028020
52360	prodcode	Dermovate 0.05% scalp application (Waymade Healthcare Plc)	11232020
52476	prodcode	Diprosalic 0.05%/2% scalp application (Waymade Healthcare Plc)	9033020
52603	prodcode	Dovobet ointment (DE Pharmaceuticals)	12397020
52619	prodcode	Salicylic acid 1% in White soft paraffin	40490020
52789	prodcode	Eumovate 0.05% cream (Waymade Healthcare Plc)	9045020
52803	prodcode	Silkis ointment (Necessity Supplies Ltd)	10614020
53165	prodcode	Coal tar solution with Betamethasone 0.1% ointment in white soft paraffin (BCM) 3% with 50%	88556020
53381	prodcode	Coal tar 2% / Salicylic acid 2% in Yellow soft paraffin	42073020
53383	prodcode	Coal tar 1% / Salicylic acid 2% in Emulsifying ointment	42069020
53408	prodcode	Betnovate 0.1% scalp application (Lexon (UK) Ltd)	9023020
53410	prodcode	Dermovate 0.05% cream (DE Pharmaceuticals)	9439020
53456	prodcode	Methylprednisolone aceponate 0.1% ointment	38352020
53502	prodcode	Elocon 0.1% scalp lotion (Mawdsley-Brooks & Company Ltd)	9089020
53531	prodcode	Salicylic acid 3% in Aqueous cream	36122020
53645	prodcode	Generic Alphosyl HC cream	11438020
53756	prodcode	Acitretin 10mg capsules (Thornton & Ross Ltd)	45202020
53762	prodcode	"Clobetasol 500microgram / Neomycin 5mg / Nystatin 100,000units/g cream (A A H Pharmaceuticals Ltd)"	45516020
53839	prodcode	"Clobetasol 500microgram / Neomycin 5mg / Nystatin 100,000units/g ointment (A A H Pharmaceuticals Ltd)"	45517020
53957	prodcode	Zinc and Coal tar paste	41776020
54001	prodcode	Salicylic acid 4% in Aqueous cream	41220020
54142	prodcode	ClobaDerm 0.05% cream (Auden McKenzie (Pharma Division) Ltd)	45205020
54187	prodcode	Salicylic acid 2% in White soft paraffin	36110020
54287	prodcode	Salicylic acid 3% in Yellow soft paraffin	41240020
54328	prodcode	Salicylic acid 5% in White soft paraffin	36134020
54461	prodcode	Coal tar solution in Betnovate RD (Royal Free Hosp) 5% ointment	76210020
54516	prodcode	Salicylic acid 25% in White soft paraffin	36294020
54741	prodcode	Diprosalic 0.05%/2% scalp application (Lexon (UK) Ltd)	9037020
54751	prodcode	Salicylic acid 20% in White soft paraffin	36114020
54818	prodcode	ClobaDerm 0.05% ointment (Auden McKenzie (Pharma Division) Ltd)	45207020
54952	prodcode	Generic Timodine cream	13252020
55020	prodcode	Salicylic acid 10% in Yellow soft paraffin	37567020
55269	prodcode	Sulphur 2% with salicylic acid 3% & coal tar 8% in aqueous cream	88508020
55487	prodcode	Betamethasone valerate 0.1% ointment (Teva UK Ltd)	74093020
55572	prodcode	Hydrocortisone 1% cream (Sovereign Medical Ltd)	75406020
55937	prodcode	Canesten HC cream (Waymade Healthcare Plc)	47605020
56017	prodcode	Calcipotriol 50micrograms/g ointment (Sigma Pharmaceuticals Plc)	9115020
56295	prodcode	Beclometasone 0.025% in White soft paraffin	47981020
56460	prodcode	Generic Cocois ointment	11530020
56464	prodcode	"Clobetasone 0.05% / Oxytetracycline 3% / Nystatin 100,000units/g cream"	21048020
56871	prodcode	Betamethasone valerate 0.1% / Clioquinol 3% ointment (A A H Pharmaceuticals Ltd)	14582021
57379	prodcode	5-Methoxypsoralen 20mg tablets	93680020
57474	prodcode	Betamethasone valerate 0.1% / Clioquinol 3% cream (A A H Pharmaceuticals Ltd)	14583021
57519	prodcode	Betnovate 0.1% ointment (Dowelhurst Ltd)	10172020
57787	prodcode	Audavate RD 0.025% ointment (Auden McKenzie (Pharma Division) Ltd)	16448021
57818	prodcode	Hydrocortisone 2.5% cream (Essential Generics Ltd)	76203020
57902	prodcode	Betamethasone valerate 0.1% / Clioquinol 3% ointment (Essential Generics Ltd)	46818020
58388	prodcode	Audavate 0.1% ointment (Auden McKenzie (Pharma Division) Ltd)	16453021
59914	prodcode	Derma Care Hydrocortisone 1% cream (The Boots Company Plc)	9457020
59985	prodcode	Clobavate 0.05% ointment (Teva UK Ltd)	16798021
60189	prodcode	Audavate RD 0.025% cream (Auden McKenzie (Pharma Division) Ltd)	16447021
60197	prodcode	Mometasone 0.1% ointment (Teva UK Ltd)	77170020
60836	prodcode	Betamethasone valerate 0.025% ointment (A A H Pharmaceuticals Ltd)	15716021
60859	prodcode	Mometasone 0.1% ointment (Auden McKenzie (Pharma Division) Ltd)	45201020
60921	prodcode	"Clobetasol 500microgram / Neomycin 5mg / Nystatin 100,000units/g ointment"	12119020
61104	prodcode	"Clobetasol 500microgram / Neomycin 5mg / Nystatin 100,000units/g cream (Mawdsley-Brooks & Company Ltd)"	25565021
61451	prodcode	Calcipotriol 50micrograms/g ointment (Sandoz Ltd)	74462020
61533	prodcode	Clobetasone 0.05% ointment (A A H Pharmaceuticals Ltd)	17227021
61772	prodcode	Betamethasone valerate 0.025% cream (A A H Pharmaceuticals Ltd)	15715021
62067	prodcode	Salicylic acid 5% in Betamethasone valerate 0.1% ointment	27209021
62138	prodcode	Dovobet gel (Waymade Healthcare Plc)	26404021
62153	prodcode	Mometasone 0.1% cream (Teva UK Ltd)	16449021
62455	prodcode	"Nystatin 100,000units/g / Chlorhexidine hydrochloride 1% / Hydrocortisone 0.5% cream"	13059020
62706	prodcode	Elocon 0.1% cream (Lexon (UK) Ltd)	9067020
63051	prodcode	Ichthammol 1% in Calamine lotion	17291021
